time,biomass
2012-11-15 12:00:00,1038734233016116.0
2012-12-16 00:00:00,1090644187437143.2
2013-01-16 00:00:00,800924986774284.4
2013-02-14 12:00:00,872684519261359.0
2013-03-16 00:00:00,714623045028210.8
2013-04-15 12:00:00,510906333538847.1
2013-05-16 00:00:00,291858871396568.9
2013-06-15 12:00:00,93138212347151.67
2013-07-16 00:00:00,283645523956089.8
2013-08-16 00:00:00,543148416479096.5
2013-09-15 12:00:00,805873987184656.2
2013-10-16 00:00:00,1330511974297529.5
2013-11-15 12:00:00,1872890223331459.0
2013-12-16 00:00:00,1483758267742144.0
2014-01-16 00:00:00,1434782791933817.0
2014-02-14 12:00:00,1158942193108655.8
2014-03-16 00:00:00,863300524603481.8
2014-04-15 12:00:00,475306593512000.5
2014-05-16 00:00:00,260913093357103.78
2014-06-15 12:00:00,115032665667034.33
2014-07-16 00:00:00,164556775619772.22
2014-08-16 00:00:00,355859782912388.8
2014-09-15 12:00:00,582162222988921.6
2014-10-16 00:00:00,939257537988946.1
2014-11-15 12:00:00,1568295338537564.0
2014-12-16 00:00:00,1796964081830980.0
2015-01-16 00:00:00,1846874207227476.5
2015-02-14 12:00:00,1773916621957255.0
2015-03-16 00:00:00,1394585502159584.5
2015-04-15 12:00:00,620235453030157.9
2015-05-16 00:00:00,246200234099454.56
2015-06-15 12:00:00,56821892116584.65
2015-07-16 00:00:00,25288044681778.695
2015-08-16 00:00:00,124075981512402.9
2015-09-15 12:00:00,293708847132425.44
2015-10-16 00:00:00,405622316076532.9
2015-11-15 12:00:00,325879761960289.06
2015-12-16 00:00:00,351532588482556.3
2016-01-16 00:00:00,424561258071478.5
2016-02-14 12:00:00,207743048813928.16
2016-03-16 00:00:00,183647401681643.2
2016-04-15 12:00:00,125651175001133.62
2016-05-16 00:00:00,38016563068639.26
2016-06-15 12:00:00,44835558006915.67
2016-07-16 00:00:00,158824299836647.94
2016-08-16 00:00:00,363524304808118.94
2016-09-15 12:00:00,594066072650501.5
2016-10-16 00:00:00,1034716829629869.0
2016-11-15 12:00:00,1706870939727237.0
2016-12-16 00:00:00,2210112986041570.5
2017-01-16 00:00:00,2149038227331729.0
2017-02-14 12:00:00,2542415599809373.0
2017-03-16 00:00:00,2263611553771573.0
2017-04-15 12:00:00,1719148854276038.2
2017-05-16 00:00:00,1045948052190085.8
2017-06-15 12:00:00,590565790287186.5
2017-07-16 00:00:00,506522464420600.6
2017-08-16 00:00:00,509805760432260.7
2017-09-15 12:00:00,580356054642306.2
2017-10-16 00:00:00,804149901640377.6
2017-11-15 12:00:00,1356441568269973.0
2017-12-16 00:00:00,1700184627018187.8
2018-01-16 00:00:00,1315911491880866.0
2018-02-14 12:00:00,1242411798315217.5
2018-03-16 00:00:00,854611390040614.8
2018-04-15 12:00:00,425591385115642.5
2018-05-16 00:00:00,134784284428866.44
2018-06-15 12:00:00,75104422698175.33
2018-07-16 00:00:00,147421494082194.5
2018-08-16 00:00:00,327584141098549.2
2018-09-15 12:00:00,572913883330111.2
2018-10-16 00:00:00,834313613076201.0
2018-11-15 12:00:00,1411735587860696.0
2018-12-16 00:00:00,1041079052518886.6
