IslandID,Island,Archipelago,#sp,Extant,Extirpated,Country/ Territory ,Area (sq. km),Income Group (GDP per Cap.),Human Presence,Habitation,Invasive Vertebrate Presence,Latitudinal Zone,Biogeographic Realm,Biome,Marine Realm,Marine Province,Marine Ecoregion
200610,Nosy Iranja,Madagascar Islands,1,1,,MG,1.512,Low income,Yes,Unknown,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
396260,Chumbe,Zanzibar Islands,1,1,,TZ,0.176,Low income,Yes,Unknown,Present,Tropical,Afrotropic,Mangroves,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
800040,Mnemba,Zanzibar Islands,1,1,,TZ,0.104,Low income,Yes,Unknown,Present,Tropical,Afrotropic,Mangroves,Western Indo-Pacific,Western Indian Ocean,East African Coral Coast
1420,Yamdena,Tanimbar Islands,1,1,,ID,3281.286,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
1620,Wetar,Barat Daya Islands,1,1,,ID,2609.602,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
2130,Natuna Besar,Riau Archipelago,2,2,,ID,1634.571,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
3220,Lingga,Lingga Archipelago,2,2,,ID,898.221,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
3500,Singkep,Lingga Archipelago,2,2,,ID,792.032,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Sunda Shelf/Java Sea
4460,Togean,Togian Islands,1,1,,ID,162.619,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
12390,Tidore,Malaku Islands,1,1,,ID,117.219,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Halmahera
14440,Sepanjang,Kangean Islands,1,1,,ID,62.794,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
34860,Halang,Sumatra Islands,1,1,,ID,17.576,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
80980,Alcester,Papua New Guinea,1,1,,PG,4.473,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Sea
82980,Satonda,Nusa Tenggara (Sumbawa Islands),1,1,,ID,4.824,Lower middle income,Yes,Unknown,Unknown,Tropical,Australasia,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Lesser Sunda
661420,Sapwtik,Caroline Islands (Pohnpei),1,1,,FM,0.089,Lower middle income,Yes,Unknown,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
6570,Pinie (Pini),Sumatra Islands (Batu Islands),1,1,,ID,311.447,Lower middle income,Yes,Unknown,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
