IslandID,Island,Archipelago,#sp,Extant,Extirpated,Country/ Territory ,Area (sq. km),Income Group (GDP per Cap.),Human Presence,Habitation,Invasive Vertebrate Presence,Latitudinal Zone,Biogeographic Realm,Biome,Marine Realm,Marine Province,Marine Ecoregion
142320,Lehua,Hawaiian Islands,1,1,,US,1.110,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Hawaii,Hawaii
176720,Vahanga,Tuamotus,2,1,1,PF,3.861,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus
181150,Nu'utele,Samoa (Western (Aleipata Islands)),2,2,,WS,1.081,Lower middle income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Central Polynesia,Samoa Islands
184860,Tahanea,Tuamotus,2,1,1,PF,2.116,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus
217450,Fatu Huku,Marquesas,1,1,,PF,0.500,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Marquesas,Marquesas
334750,Motu Oa,Marquesas (Ua Pou group),2,2,,PF,0.366,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Marquesas,Marquesas
417270,Hatu Iti (Motu Iti),Marquesas (Nuku Hiva),2,2,,PF,0.135,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Marquesas,Marquesas
691920,Manui,Gambier Islands,2,1,1,PF,0.073,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus
781900,Motu Nui,Austral Islands (Easter Group),2,2,,CL,0.040,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Easter Island,Easter Island
1221590,Motu Mokohe,Marquesas (Ua Pou group),1,1,,PF,0.109,High income,No,None,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Marquesas,Marquesas
4240,Santiago (San Salvador),Galapagos Islands,3,3,,EC,575.172,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
38720,Pinzón,Galapagos Islands,1,1,,EC,17.829,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
141950,Seymour Norte,Galapagos Islands,1,1,,EC,1.850,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
166240,Bartolomé,Galapagos Islands,2,2,,EC,1.252,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
222870,Gardner,Galapagos Islands,1,1,,EC,0.826,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
728010,Champion,Galapagos Islands,1,1,,EC,0.093,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
1106910,Logie (Lougie),Galapagos Islands,1,1,,EC,0.003,Upper middle income,No,None,Present,Tropical,Neotropic,Deserts and Xeric Shrublands,Tropical Eastern Pacific,Galapagos,Eastern Galapagos Islands
32950,Europa,Iles Eparses,1,1,,RE,24.552,High income,No,None,Present,Tropical,None,None,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
82590,Nosy Mangabe,Madagascar Islands,2,2,,MG,5.541,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
88180,Paget,Andaman Islands,1,1,,IN,4.721,Lower middle income,No,None,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
116360,Nosy Hara,Madagascar Islands,2,2,,MG,2.929,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
213280,Point,Andaman Islands,1,1,,IN,1.056,Lower middle income,No,None,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
219380,Reef,Andaman Islands,1,1,,IN,1.004,Lower middle income,No,None,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
282640,Conception,Seychelles,1,1,,SC,0.589,High income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Seychelles
393550,Cousin,Seychelles,1,1,,SC,0.345,High income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Seychelles
475130,Nosy Tsiankazo,Madagascar Islands,1,1,,MG,0.205,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
488770,Nosy Ambariotrandraka,Madagascar islands,1,1,,MG,0.163,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
1644700,Nosy Antshona,Madagascar Islands,1,1,,MG,0.030,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
1662590,Nosy Fanihy,Madagascar Islands,1,1,,MG,0.036,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
1729880,Nosy Antsaibory,Madagascar Islands,1,1,,MG,0.035,Low income,No,None,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
100000074,Ile aux Aigrettes,Aldabra Atoll,1,1,,SC,0.024,High income,No,None,Present,Tropical,Afrotropic,Deserts and Xeric Shrublands,Western Indo-Pacific,Western Indian Ocean,Seychelles
17300,Bakung,Lingga Archipelago,1,1,,ID,74.203,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
23000,Temiang,Lingga Archipelago,1,1,,ID,42.419,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Malacca Strait
49180,Eli Malk (Mecherchar),Palau,1,1,,PW,9.100,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,West Caroline Islands
101090,Fonualei,Tonga,1,1,,TO,4.031,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Tonga Islands
211500,Mwahnd Peidak,Caroline Islands (Pohnpei),2,2,,FM,0.814,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
242020,Na,Caroline Islands (Pohnpei),2,2,,FM,0.583,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
249540,Meseong,Caroline Islands (Chuuk Islands),1,1,,FM,0.658,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
298380,Cocos,Mariana Islands,2,2,,GU,0.311,High income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Dry Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,Mariana Islands
313540,Dmasech,Palau,1,1,,PW,0.419,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,West Caroline Islands
345320,East Fayu,Caroline Islands (Chuuk Islands;Hall Islands),2,2,,FM,0.203,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
357440,Saponoch,Caroline Islands (Chuuk Islands),1,1,,FM,0.408,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
370180,Wissas,Caroline Islands (Chuuk State),1,1,,FM,0.336,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
437800,Puruata,Papua New Guinea (Bougainville Islands),1,1,,PG,0.251,Lower middle income,No,None,Unknown,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
462550,Fenepi,Federated State of Micronesia (Kuop Atoll),1,1,,FM,0.244,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
509020,Ipis,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.181,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
511410,Alengarik,Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.110,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
534860,Ngeanges,Palau,1,1,,PW,0.111,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,West Caroline Islands
550640,Pwenes,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.187,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
621400,Orin,Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.126,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
627130,Eor,Caroline Islands (Chuuk Islands;Hall Islands),1,1,,FM,0.076,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
721410,Ringutoru,Caroline Islands (Kapingamarangi Atoll),1,1,,FM,0.100,Lower middle income,No,None,Unknown,Tropical,None,None,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
753120,Nunakita,Caroline Islands (Kapingamarangi Atoll),1,1,,FM,0.044,Lower middle income,No,None,Unknown,Tropical,None,None,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
768360,Weito (Uojta),Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.074,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
790130,Dogovua (Dovura),Fiji (Lau Group(Ono-i-Lau Group)),1,1,,FJ,0.325,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
801450,Ko Chang Kluea,Ko Samaesan group,1,1,,TH,0.034,Upper middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sunda Shelf,Gulf of Thailand
837510,Wininen,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.109,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
867190,Oninuk,Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.029,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
915450,Torongahai,Caroline Islands (Kapingamarangi Atoll),1,1,,FM,0.069,Lower middle income,No,None,Unknown,Tropical,None,None,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
978210,Fonou,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.040,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1036760,Kurum,Caroline Islands (Chuuk Islands),1,1,,FM,0.067,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1041740,Onupuku,Caroline Islands (Chuuk Islands),2,2,,FM,0.031,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1047670,Lelang,Caroline Islands (Chuuk Islands),1,1,,FM,0.046,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1049450,Pike,Caroline Islands (Chuuk Islands;Satawan),1,1,,FM,0.024,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1115920,Mariong,Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.044,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1121650,Pien,Caroline Islands (Chuuk Islands;Satawan),1,1,,FM,0.031,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1188910,Fanafeo,Caroline Islands (Chuuk Islands),1,1,,FM,0.023,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1206970,Natchu,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.013,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1216100,Parakahi,Caroline Islands (Kapingamarangi Atoll),1,1,,FM,0.006,Lower middle income,No,None,Unknown,Tropical,None,None,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1290830,Pieissin,Caroline Islands (Chuuk Islands),1,1,,FM,0.016,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1311410,Fanamau,Caroline Islands (Chuuk Islands),1,1,,FM,0.014,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1399610,Turuaimu,Caroline Islands (Kapingamarangi Atoll),1,1,,FM,0.029,Lower middle income,No,None,Unknown,Tropical,None,None,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1424830,Fatikat,Caroline Islands (Chuuk Islands),2,2,,FM,0.020,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1515210,Ettekin,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.010,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1567030,Aliare,Caroline Islands (Chuuk Islands;Satawan),2,2,,FM,0.004,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1638230,Fenat,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.007,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1642040,Onanam,Caroline Islands (Chuuk Islands;Uman Islands),1,1,,FM,0.006,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1707190,Pienemon,Caroline Islands (Chuuk Islands),1,1,,FM,0.004,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
1707200,Pukin,Caroline Islands (Chuuk Islands),1,1,,FM,0.010,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000043,Apisson,Caroline Islands (Chuuk Islands;Satawan),1,1,,FM,0.053,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000225,Feinif,Caroline Islands (Chuuk State),1,1,,FM,0.002,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000226,Fenaik,Caroline Islands (Chuuk State),1,1,,FM,0.007,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000227,Pikepe,Caroline Islands (Chuuk Islands),1,1,,FM,0.008,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000229,Pienlechocho,Caroline Islands (Chuuk Islands),1,1,,FM,0.007,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000230,Pienemwe,Caroline Islands (Chuuk Islands),1,1,,FM,0.003,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000231,Fanueissane,Caroline Islands (Chuuk Islands),1,1,,FM,0.004,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
100000232,Pienemen,Caroline Islands (Chuuk Islands),1,1,,FM,0.005,Lower middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
200030,Ducie,Pitcairn Islands,2,2,,PN,1.631,High income,No,None,Unknown,Tropical,None,None,Eastern Indo-Pacific,Southeast Polynesia,Rapa-Pitcairn
964180,Autore (Aotle),Marshall Islands (Arno Atoll),1,1,,MH,0.036,Upper middle income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,"Marshall, Gilbert and Ellis Islands",Marshall Islands
99999992,Anuanuraro,Tuamotus,1,1,,PF,1.855,High income,No,None,Unknown,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus
22890,Babi,Simeulue Islands,1,1,,ID,48.341,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
38810,Tilanchong,Nicobar Islands,1,1,,IN,13.245,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
43640,Lasia,Simeulue Islands,1,1,,ID,14.268,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
147040,Simalegu,Mentawai Islands (South Pagai),1,1,,ID,1.536,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
219930,Menchal,Nicobar Islands,1,1,,IN,0.721,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Andaman and Nicobar Islands
1212390,Ko Ya,Trang,1,1,,TH,0.005,Upper middle income,No,None,Unknown,Tropical,Indo-Malay,Mangroves,Western Indo-Pacific,Andaman,Andaman Sea Coral Coast
100000068,Sinaka,Mentawai Islands (South Pagai),1,1,,ID,5.242,Lower middle income,No,None,Unknown,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Western Indo-Pacific,Andaman,Western Sumatra
1470,Waigeo,West Papua (Raja Ampat Group),1,1,,ID,3038.429,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
1550,Taliabu,Maluku Islands,1,1,,ID,2912.573,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Banda Sea
1710,Yapen,Papua (Geelvink Islands),1,1,,ID,2294.683,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
2160,Salawati,West Papua (Raja Ampat Group),2,2,,ID,1665.325,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
4350,Kai Besar,Kai Islands,1,1,,ID,549.456,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Sahul Shelf,Arafura Sea
5040,Batanta,West Papua (Raja Ampat Group),1,1,,ID,447.173,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
6440,Balabac,Palawan Group,2,2,,PH,316.207,Lower middle income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
15520,Inglis,English Company Islands (Northern Territory),1,1,,AU,80.835,High income,Yes,Unknown,Present,Tropical,Australasia,"Tropical and Subtropical Grasslands, Savannas and Shrublands",Central Indo-Pacific,Sahul Shelf,Arnhem Coast to Gulf of Carpenteria
16270,Barora Fa,Solomon Islands,1,1,,SB,78.041,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Eastern Coral Triangle,Solomon Archipelago
34750,Te Anu (Tevai),Solomon Islands (Santa Cruz Islands),1,1,,SB,22.325,Lower middle income,Yes,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Vanuatu
38390,Calico-an,Visayas,1,1,,PH,17.867,Lower middle income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
57410,Pulau Owi,Papua (Geelvink Islands),1,1,,ID,8.770,Lower middle income,Unknown,Unknown,Present,Tropical,Australasia,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Papua
57890,Rasa,Palawan Group,1,1,,PH,8.942,Lower middle income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Palawan/North Borneo
84610,Barit,Babuyan Islands,1,1,,PH,4.576,Lower middle income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
86580,North Gigante,Visayas,1,1,,PH,4.648,Lower middle income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Western Coral Triangle,Eastern Philippines
99390,Dehpehk,Caroline Islands (Pohnpei),2,2,,FM,3.862,Lower middle income,Yes,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
104040,Sesokojima,Ryukyu Islands (Okinawa group),4,4,,JP,2.985,High income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South Kuroshio,South Kuroshio
108520,Kourijima,Ryukyu Islands (Okinawa group),1,1,,JP,3.163,High income,Yes,Unknown,Present,Tropical,Indo-Malay,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,South Kuroshio,South Kuroshio
174430,Navutu-i-Loma,Fiji (Lau Group),1,1,,FJ,1.380,Upper middle income,Unknown,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
273730,Mwahnd Peidi,Caroline Islands (Pohnpei),1,1,,FM,0.732,Lower middle income,Yes,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
543510,Nahlap,Caroline Islands (Pohnpei),2,2,,FM,0.087,Lower middle income,Yes,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Northwestern Pacific,East Caroline Islands
958810,Mana,Fiji (Lau Group(Ono-i-Lau Group)),1,1,,FJ,0.045,Upper middle income,Unknown,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Central Indo-Pacific,Tropical Southwestern Pacific,Fiji Islands
181630,Reitoru,Tuamotus,1,1,,PF,1.925,High income,Yes,Unknown,Present,Tropical,Oceania,Tropical and Subtropical Moist Broadleaf Forests,Eastern Indo-Pacific,Southeast Polynesia,Tuamotus
31160,Nosy Mitsio,Madagascar Islands,1,1,,MG,29.638,Low income,Yes,Unknown,Present,Tropical,Afrotropic,Tropical and Subtropical Dry Broadleaf Forests,Western Indo-Pacific,Western Indian Ocean,Western and Northern Madagascar
