Island_GID_Code,Corrected_Island_Name,Region_Archipelago,ISO_Code_Correct,Corrected_Latitude,Corrected_Longitude,Corrected_Area_KM2,IC_Region,Human_Habitation,Human_Habitation_Category,Human_Habitation_Number,Human_Habitation_Type,Human_Habitation_Notes,Common_Name,Scientific_Name,Invasive_Status
99390,Dehpehk,Caroline Islands (Pohnpei),FM,6.947083,158.291236,3.8788,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Brown Tree Snake,Boiga irregularis,Suspected
99390,Dehpehk,Caroline Islands (Pohnpei),FM,6.947083,158.291236,3.8788,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Cane Toad,Bufo marinus,Confirmed
99390,Dehpehk,Caroline Islands (Pohnpei),FM,6.947083,158.291236,3.8788,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Domestic Cat,Felis catus,Confirmed
99390,Dehpehk,Caroline Islands (Pohnpei),FM,6.947083,158.291236,3.8788,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Polynesian Rat,Rattus exulans,Confirmed
99390,Dehpehk,Caroline Islands (Pohnpei),FM,6.947083,158.291236,3.8788,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Red-Eared Slider,Trachemys scripta elegans,Confirmed
345320,East Fayu,Caroline Islands (Chuuk Islands;Hall Islands),FM,8.573333,151.357514,0.4701,2,No,None,0,None,uninhabited; visited by fisherman and turtle hunters;,Unknown,Unknown,Unknown
1136010,Elipig,Caroline Islands (Ulithi Islands),FM,9.982916,139.624569,0.0629,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
1136010,Elipig,Caroline Islands (Ulithi Islands),FM,9.982916,139.624569,0.0629,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
627130,Eor,Caroline Islands (Chuuk Islands;Hall Islands),FM,8.689152,152.336264,0.1724,2,No,None,0,None,likely visited by people from Murilo,Unknown,Unknown,Unknown
1515210,Ettekin,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.279555,151.879125,0.031,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Asian House Rat,Rattus tanezumi,Confirmed
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Domestic Cat,Felis catus,Confirmed
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Domestic Dog,Canis familiaris,Confirmed
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Unspecified Mice,Mus spp.,Confirmed
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Unspecified Rats,Rattus spp.,Confirmed
111350,Fais,Caroline Islands (Yap Islands),FM,9.768708,140.524152,3.2089,2,Yes,101 - 1000,215,Multiple,2000 census; island has a traditional chief,Unspecified Ungulate,,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Cane Toad,Bufo marinus,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Domestic Cat,Felis catus,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Domestic Chicken,Gallus domesticus,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Domestic Dog,Canis familiaris,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,House Mouse,Mus musculus,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Mangrove Monitor Lizard,Varanus indicus,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Unspecified Ants,Formicidae spp.,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Unspecified Rats,Rattus spp.,Confirmed
257310,Falalap,Caroline Islands (Ulithi Islands),FM,7.244139,144.45543,0.7698,2,Yes,101 - 1000,600,Permanent Community,Population is seasonal; during school year parents of high school students from other islands send their children to live with foster families on Falalop; island has traditional chief,Wild Boar/Pig,Sus scrofa,Confirmed
1188910,Fanafeo,Caroline Islands (Chuuk Islands),FM,5.490389,153.752916,0.0573,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
320370,Fanahn,Caroline Islands (Chuuk Islands),FM,7.188333,151.975458,0.5328,2,Yes,1 - 10,,,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE; POSSIBLY ONLY USED SEASONALLY BUT UNCLEAR(AKA PONES?),Unknown,Unknown,Unknown
1311410,Fanamau,Caroline Islands (Chuuk Islands),FM,5.490416,153.757055,0.047,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
1129510,Fananoon,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.273722,151.92293,0.0635,2,Yes,1 - 10,,,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
413220,Fananu,Caroline Islands (Chuuk Islands;Hall Islands),FM,8.557486,151.854153,0.3465,2,Yes,101 - 1000,355,Permanent Community,,Common House Gecko,"Hemidactylus frenatus
Hemidactylus frenatus",Confirmed
100000231,Fanueissane,Caroline Islands (Chuuk Islands),FM,5.495442,153.738468,0.005,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
1424830,Fatikat,Caroline Islands (Chuuk Islands),FM,5.367083,153.712486,0.0383,2,No,None,0,None,no census information found; estimate based on GE PRO,Unknown,Unknown,Unknown
48860,Fefan,Caroline Islands (Chuuk Islands),FM,7.33875,151.841014,12.9695,2,Yes,1001 - 10000,,Permanent Community,,Unknown,Unknown,Unknown
100000225,Feinif,Caroline Islands (Chuuk State),FM,7.2458,152.019479,0.002,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
607050,Feitabul,Caroline Islands (Ulithi Islands),FM,9.864583,139.697069,0.1822,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
607050,Feitabul,Caroline Islands (Ulithi Islands),FM,9.864583,139.697069,0.1822,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
100000226,Fenaik,Caroline Islands (Chuuk State),FM,7.016088,151.995248,0.012,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
1638230,Fenat,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.287889,151.902083,0.0217,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
462550,Fenepi,Federated State of Micronesia (Kuop Atoll),FM,7.111222,151.874166,0.2871,2,No,None,,None,appears uninhabited from info on GE; searched online and lit/databases - no info found,Unknown,Unknown,Unknown
978210,Fonou,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.263292,151.89793,0.0813,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
315130,Fossarai,Caroline Islands (Ulithi Islands),FM,9.909569,139.658141,0.5475,2,Yes,101 - 1000,150,Permanent Community,2014 survey - approximate pop #,Domestic Cat,Felis catus,Confirmed
315130,Fossarai,Caroline Islands (Ulithi Islands),FM,9.909569,139.658141,0.5475,2,Yes,101 - 1000,150,Permanent Community,2014 survey - approximate pop #,Domestic Dog,Canis familiaris,Confirmed
315130,Fossarai,Caroline Islands (Ulithi Islands),FM,9.909569,139.658141,0.5475,2,Yes,101 - 1000,150,Permanent Community,2014 survey - approximate pop #,Unspecified Mice,Mus spp.,Confirmed
315130,Fossarai,Caroline Islands (Ulithi Islands),FM,9.909569,139.658141,0.5475,2,Yes,101 - 1000,150,Permanent Community,2014 survey - approximate pop #,Unspecified Rats,Rattus spp.,Confirmed
315130,Fossarai,Caroline Islands (Ulithi Islands),FM,9.909569,139.658141,0.5475,2,Yes,101 - 1000,150,Permanent Community,2014 survey - approximate pop #,Wild Boar/Pig,Sus scrofa,Confirmed
509020,Ipis,Caroline Islands (Chuuk Islands;Uman Islands),FM,6.984555,151.972889,0.2445,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Asian House Rat,Rattus tanezumi,Confirmed
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Black Rat,Rattus rattus,Confirmed
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Domestic Cat,Felis catus,Confirmed
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Domestic Dog,Canis familiaris,Confirmed
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Polynesian Rat,Rattus exulans,Suspected
13080,Kosrae,Caroline Islands (Kosrae Islands),FM,5.3195,162.96625,113.8027,2,Yes,1001 - 10000,7700,Permanent Community,2010 census,Wild Boar/Pig,Sus scrofa,Confirmed
1036760,Kurum,Caroline Islands (Chuuk Islands),FM,5.534986,153.787889,0.0734,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
351760,Kuttu,Caroline Islands (Chuuk Islands),FM,5.453291,153.460819,0.4561,2,Yes,101 - 1000,857,Unknown,2000 census estimate,Unknown,Unknown,Unknown
709500,Lam,Caroline Islands (Ulithi Islands),FM,10.046652,139.589139,0.1398,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
709500,Lam,Caroline Islands (Ulithi Islands),FM,10.046652,139.589139,0.1398,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
1047670,Lelang,Caroline Islands (Chuuk Islands),FM,5.492486,153.560805,0.0724,2,No,None,0,None,no census found; estimated based on GE PRO and Buden_2007,Unknown,Unknown,Unknown
477210,Lemasul,Caroline Islands (Chuuk Islands),FM,5.492889,153.485819,0.00557,2,No,None,0,None,no census found; estimate based of GE PRO and Buden_2007,Mangrove Monitor Lizard,Varanus indicus,Confirmed
376240,Lenger,Caroline Islands (Pohnpei),FM,6.996028,158.22668,0.4073,2,Yes,11 - 100,50,Permanent Community,census estimate; community sponge farm,Domestic Cat,Felis catus,Confirmed
376240,Lenger,Caroline Islands (Pohnpei),FM,6.996028,158.22668,0.4073,2,Yes,11 - 100,50,Permanent Community,census estimate; community sponge farm,Domestic Dog,Canis familiaris,Confirmed
376240,Lenger,Caroline Islands (Pohnpei),FM,6.996028,158.22668,0.4073,2,Yes,11 - 100,50,Permanent Community,census estimate; community sponge farm,Unspecified Rats,Rattus spp.,Confirmed
376240,Lenger,Caroline Islands (Pohnpei),FM,6.996028,158.22668,0.4073,2,Yes,11 - 100,50,Permanent Community,census estimate; community sponge farm,Wild Boar/Pig,Sus scrofa,Confirmed
166220,Likinioch,Caroline Islands (Chuuk Islands),FM,5.501222,153.822694,1.6183,2,Yes,1001 - 10000,,Permanent Community,,Unknown,Unknown,Unknown
874870,Lolang,Caroline Islands (Ulithi Islands),FM,9.925388,139.667513,0.098,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
874870,Lolang,Caroline Islands (Ulithi Islands),FM,9.925388,139.667513,0.098,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
492010,Lossau (Lothow),Caroline Islands (Ulithi Islands),FM,9.886652,139.679611,0.2591,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Mangrove Monitor Lizard,Varanus indicus,Confirmed
492010,Lossau (Lothow),Caroline Islands (Ulithi Islands),FM,9.886652,139.679611,0.2591,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
492010,Lossau (Lothow),Caroline Islands (Ulithi Islands),FM,9.886652,139.679611,0.2591,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
432510,Magererik,Caroline Islands (Namonuito Atoll),FM,8.956652,150.065833,0.3205,2,No,None,0,None,no census found; estimate based on GE PRO,Unknown,Unknown,Unknown
338360,Magur,Caroline Islands (Namonuito Atoll),FM,8.987486,150.125,0.4862,2,Yes,101 - 1000,156,Permanent Community,2000 census,Unknown,Unknown,Unknown
622890,Mangejang (Mangyang),Caroline Islands (Ulithi Islands),FM,9.946653,139.686708,0.1741,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
622890,Mangejang (Mangyang),Caroline Islands (Ulithi Islands),FM,9.946653,139.686708,0.1741,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
1115920,Mariong,Caroline Islands (Chuuk Islands;Satawan),FM,5.480389,153.475806,0.0645,2,No,None,0,None,no census information found; estimate based on GE; GE image poor resolution; no visible structure observed;  Satawan has only four inhabited islands (Buden_2007); four other islands found with permanent structures,Unknown,Unknown,Unknown
1214790,Matiro,Caroline Islands (Kapingamarangi Atoll),FM,1.069153,154.801639,0.0553,2,Yes,11 - 100,,Unknown,unclear if this is one of the islands used by natives - ~500 people on Werua and Touhou but utilize other islands for cultivation for taro; timber for fuel/handicrafts/houses,Unknown,Unknown,Unknown
249540,Meseong,Caroline Islands (Chuuk Islands),FM,7.144972,151.914987,0.8125,2,No,None,0,None,"Uman-Fonuweisom Municipality, Chuuk, Micronesia ----- Cerisy, Masu-Shima, Cerisy Island, Mesegon Island, Mesejon, Mesegou, Masushima To, Growing Island",Unknown,Unknown,Unknown
400690,Moch,Caroline Islands (Chuuk Islands),FM,5.488694,153.545805,0.3653,2,Yes,101 - 1000,857,Unknown,2000 census estimate,Unknown,Unknown,Unknown
450910,Mogmog,Caroline Islands (Ulithi Islands),FM,10.088305,139.707944,0.2994,2,Yes,11 - 100,70,Permanent Community,old census data; no recent census; island has traditional chief,Domestic Cat,Felis catus,Confirmed
450910,Mogmog,Caroline Islands (Ulithi Islands),FM,10.088305,139.707944,0.2994,2,Yes,11 - 100,70,Permanent Community,old census data; no recent census; island has traditional chief,Domestic Dog,Canis familiaris,Confirmed
450910,Mogmog,Caroline Islands (Ulithi Islands),FM,10.088305,139.707944,0.2994,2,Yes,11 - 100,70,Permanent Community,old census data; no recent census; island has traditional chief,Unspecified Mice,Mus spp.,Confirmed
450910,Mogmog,Caroline Islands (Ulithi Islands),FM,10.088305,139.707944,0.2994,2,Yes,11 - 100,70,Permanent Community,old census data; no recent census; island has traditional chief,Unspecified Rats,Rattus spp.,Confirmed
450910,Mogmog,Caroline Islands (Ulithi Islands),FM,10.088305,139.707944,0.2994,2,Yes,11 - 100,70,Permanent Community,old census data; no recent census; island has traditional chief,Wild Boar/Pig,Sus scrofa,Confirmed
457720,Murilo,Caroline Islands (Chuuk Islands;Hall Islands),FM,8.692525,152.339791,0.2921,2,Yes,101 - 1000,607,Permanent Community,2000 census; main settlements on Murilo and Ruo islands in Murillo atoll,Unknown,Unknown,Unknown
211500,Mwahnd Peidak,Caroline Islands (Pohnpei),FM,6.989583,158.288792,1.0767,2,No,None,0,None,no census information found; estimate based on GEPRO; no structures present,Unknown,Unknown,Unknown
273730,Mwahnd Peidi,Caroline Islands (Pohnpei),FM,6.981625,158.27875,0.6928,2,Yes,Unknown,,Unknown,no census information found; estimate based of GE Pro; few structures present,Brahminy Blind Snake,Ramphotyphlops braminus,Suspected
242020,Na,Caroline Islands (Pohnpei),FM,6.851236,158.3525,0.8541,2,No,None,,None,uninhabited but is an excellent place to spend the day with beautiful beaches and excellent sites for diving and snorkeling,Unknown,Unknown,Unknown
543510,Nahlap,Caroline Islands (Pohnpei),FM,6.785416,158.148736,0.2199,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Domestic Cat,Felis catus,Confirmed
543510,Nahlap,Caroline Islands (Pohnpei),FM,6.785416,158.148736,0.2199,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Domestic Dog,Canis familiaris,Confirmed
543510,Nahlap,Caroline Islands (Pohnpei),FM,6.785416,158.148736,0.2199,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Unspecified Rats,Rattus spp.,Confirmed
543510,Nahlap,Caroline Islands (Pohnpei),FM,6.785416,158.148736,0.2199,2,Yes,Unknown,,Unknown,no census information found; estimate based on GE Pro; structures present,Wild Boar/Pig,Sus scrofa,Confirmed
477190,Nahpali,Caroline Islands (Pohnpei),FM,6.862486,158.352903,0.0736,2,No,None,,Seasonal Community,visited for surfing/snorking; owned by the Senda family (owners of the now mostly defunct Ambrose Store),Black Rat,Rattus rattus,Confirmed
477190,Nahpali,Caroline Islands (Pohnpei),FM,6.862486,158.352903,0.0736,2,No,None,,Seasonal Community,visited for surfing/snorking; owned by the Senda family (owners of the now mostly defunct Ambrose Store),Domestic Cat,Felis catus,Confirmed
477190,Nahpali,Caroline Islands (Pohnpei),FM,6.862486,158.352903,0.0736,2,No,None,,Seasonal Community,visited for surfing/snorking; owned by the Senda family (owners of the now mostly defunct Ambrose Store),Polynesian Rat,Rattus exulans,Confirmed
202810,Nama,Caroline Islands (Chuuk Islands),FM,6.997083,152.579139,1.158,2,Yes,1001 - 10000,,Permanent Community,,Unknown,Unknown,Unknown
1206970,Natchu,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.218708,151.987514,0.0558,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
533690,Nomwin,Caroline Islands (Chuuk Islands;Hall Islands),FM,8.430819,151.727486,0.2266,2,Yes,101 - 1000,711,Permanent Community,,Common House Gecko,"Hemidactylus frenatus
Hemidactylus frenatus",Confirmed
753120,Nunakita,Caroline Islands (Kapingamarangi Atoll),FM,1.091625,154.791639,0.1257,2,No,None,,None,unclear if this is one of the islands used; likely; find more info - ~500 people on Werua and Touhou but utilize other islands for cultivation for taro; timber for fuel/handicrafts/houses,Unknown,Unknown,Unknown
1642040,Onanam,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.273722,151.949597,0.0215,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
364930,Onari,Caroline Islands (Namonuito Atoll),FM,8.755792,150.332513,0.4292,2,Yes,101 - 1000,178,Permanent Community,2000 census,Unknown,Unknown,Unknown
292220,Oneop,Caroline Islands (Chuuk Islands),FM,5.505417,153.715402,0.6206,2,Yes,1001 - 10000,,Permanent Community,,Unknown,Unknown,Unknown
867190,Oninuk,Caroline Islands (Chuuk Islands;Satawan),FM,5.49125,153.555028,0.0993,2,No,None,0,None ,no census information found; estimate based on GE;  No visible structure observed in GE;  Satawan has only four inhabited islands (Buden_2007); four other islands found with permanent structures,Unknown,Unknown,Unknown
315260,Ono,Caroline Islands (Namonuito Atoll),FM,8.800805,150.287083,0.5472,2,Yes,101 - 1000,182,Permanent Community,2000 census,Unknown,Unknown,Unknown
1041740,Onupuku,Caroline Islands (Chuuk Islands),FM,5.382458,153.50375,0.0729,2,No,None,0,None,no census found; uninhabited,Unknown,Unknown,Unknown
621400,Orin,Caroline Islands (Chuuk Islands;Satawan),FM,5.463722,153.463333,0.1749,2,No,None,0,None,no census information found; estimate based on GE; GE image poor resolution; no visible structure observed;  Satawan has only four inhabited islands (Buden_2007); four other islands found with permanent structures,Unknown,Unknown,Unknown
546350,Oroluk,Caroline Islands (Pohnpei),FM,7.628722,155.16043,0.2182,2,Yes,1 - 10,10,Seasonal Community,8-10 inhabitants from sector 4 of Kapinga Village in Kolonia; tend to plantations; a supply ship comes every 6 weeks,Black Rat,Rattus rattus,Confirmed
546350,Oroluk,Caroline Islands (Pohnpei),FM,7.628722,155.16043,0.2182,2,Yes,1 - 10,10,Seasonal Community,8-10 inhabitants from sector 4 of Kapinga Village in Kolonia; tend to plantations; a supply ship comes every 6 weeks,Domestic Cat,Felis catus,Confirmed
546350,Oroluk,Caroline Islands (Pohnpei),FM,7.628722,155.16043,0.2182,2,Yes,1 - 10,10,Seasonal Community,8-10 inhabitants from sector 4 of Kapinga Village in Kolonia; tend to plantations; a supply ship comes every 6 weeks,Domestic Dog,Canis familiaris,Confirmed
546350,Oroluk,Caroline Islands (Pohnpei),FM,7.628722,155.16043,0.2182,2,Yes,1 - 10,10,Seasonal Community,8-10 inhabitants from sector 4 of Kapinga Village in Kolonia; tend to plantations; a supply ship comes every 6 weeks,Wild Boar/Pig,Sus scrofa,Confirmed
500080,Otcha,Caroline Islands (Chuuk Islands;Uman Islands),FM,7.148319,151.8875,0.2522,2,Yes,1 - 10,,,APPEARS AS THOUGH THERE IS SOME HABITAT MOD; ESTIMTE BASED ON GE,Unknown,Unknown,Unknown
1216100,Parakahi,Caroline Islands (Kapingamarangi Atoll),FM,1.087486,154.795833,0.0552,2,No,None,,None,unclear if this is one of the islands used; likely; find more info - ~500 people on Werua and Touhou but utilize other islands for cultivation for taro; timber for fuel/handicrafts/houses,Unknown,Unknown,Unknown
173820,Parem,Caroline Islands (Chuuk Islands),FM,7.357486,151.787125,1.4993,2,Yes,101 - 1000,,Permanent Community,,Unknown,Unknown,Unknown
657920,Piafa,Caroline Islands (Chuuk Islands),FM,5.520833,153.804583,0.1585,2,Yes,1 - 10,,,"""The population of Lukunor Village is 927 according to the GeoNames geographical database""; this island is just off Lukunor and has 2 visible houses; NO CENSUS INFO FOUND",Unknown,Unknown,Unknown
1290830,Pieissin,Caroline Islands (Chuuk Islands),FM,5.492889,153.737111,0.0481,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
1121650,Pien,Caroline Islands (Chuuk Islands;Satawan),FM,5.46875,153.466653,0.064,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
100000228,Pien,Caroline Islands (Chuuk Islands; Lukunor),FM,5.500106,153.720947,0.007,2,Yes,1 - 10,,,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE; POSSIBLY ONLY USED SEASONALLY BUT UNCLEAR,Unknown,Unknown,Unknown
100000232,Pienemen,Caroline Islands (Chuuk Islands),FM,5.49446,153.747347,0.003,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
1707190,Pienemon,Caroline Islands (Chuuk Islands),FM,5.494332,153.744734,0.0132,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
100000230,Pienemwe,Caroline Islands (Chuuk Islands),FM,5.498935,153.725076,0.002,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
100000229,Pienlechocho,Caroline Islands (Chuuk Islands),FM,5.499143,153.723631,0.005,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
608160,Pigelelel (Piglalei),Caroline Islands (Ulithi Islands),FM,9.990819,139.624555,0.1816,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Mice,Mus spp.,Confirmed
608160,Pigelelel (Piglalei),Caroline Islands (Ulithi Islands),FM,9.990819,139.624555,0.1816,2,No,None,0,None,"Note:  All uninhabited islands are visited, landed upon, and used for hunting, sometimes camping, and fishing; island has traditional chief",Unspecified Rats,Rattus spp.,Confirmed
1049450,Pike,Caroline Islands (Chuuk Islands;Satawan),FM,5.477083,153.472514,0.0722,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE; POSSIBLY ONLY USED SEASONALLY BUT UNCLEAR,Unknown,Unknown,Unknown
100000227,Pikepe,Caroline Islands (Chuuk Islands),FM,5.795848,157.341948,0.009,2,No,None,0,None,NO CENSUS INFO FOUND; ESTIMATE BASED ON GE;,Unknown,Unknown,Unknown
469150,Pisaras,Caroline Islands (Namonuito Atoll),FM,8.583305,150.402486,0.2804,2,Yes,101 - 1000,227,Permanent Community,2000 census,Unknown,Unknown,Unknown
6150,Pohnpei,Caroline Islands (Pohnpei),FM,6.885806,158.220013,356.3315,2,Yes,> 10000,32395,Multiple,2000 census,Asian House Rat,Rattus tanezumi,Confirmed
6150,Pohnpei,Caroline Islands (Pohnpei),FM,6.885806,158.220013,356.3315,2,Yes,> 10000,32395,Multiple,2000 census,Black Rat,Rattus rattus,Confirmed
6150,Pohnpei,Caroline Islands (Pohnpei),FM,6.885806,158.220013,356.3315,2,Yes,> 10000,32395,Multiple,2000 census,Brahminy Blind Snake,Ramphotyphlops braminus,Confirmed
