"","Atoll_Island","Species","Census","Value.high.nn","Value.high.nn.q2.5","Value.high.nn.q97.5","Value.low.nn","Value.low.nn.q2.5","Value.low.nn.q.97.5","Size_Ha","Season.length","Mass","Defecation.rate","NitrogenInput.Current","NitrogenInput.high.nn","NitrogenInput.low.nn"
"448","Peros_Banhos_Petite_Mapou","Fregeta_ariel",0,0,0,0,0,0,0,10,372,0.945,23.3284737776416,0,0,0
"449","Peros_Banhos_Grande_Mapou","Fregeta_ariel",0,0,0,0,0,0,0,19.5,372,0.945,23.3284737776416,0,0,0
"450","Peros_Banhos_Diamant","Fregeta_ariel",0,0,0,0,0,0,0,88.5,372,0.945,23.3284737776416,0,0,0
"451","Peros_Banhos_Passe","Fregeta_ariel",0,0,0,0,0,0,0,22.5,372,0.945,23.3284737776416,0,0,0
"452","Peros_Banhos_Moresby","Fregeta_ariel",0,0,0,0,0,0,0,43.5,372,0.945,23.3284737776416,0,0,0
"460","Peros_Banhos_Yeye","Fregeta_ariel",0,0,0,0,0,0,0,58.5,372,0.945,23.3284737776416,0,0,0
"465","Peros_Banhos_Fouquet","Fregeta_ariel",0,0,0,0,0,0,0,2,372,0.945,23.3284737776416,0,0,0
"466","Peros_Banhos_Mapou_de_Coin","Fregeta_ariel",0,0,0,0,0,0,0,2,372,0.945,23.3284737776416,0,0,0
"467","Salomon_Islands_Boddam","Fregeta_ariel",0,0,0,0,0,0,0,108.5,372,0.945,23.3284737776416,0,0,0
"468","Salomon_Islands_Diable","Fregeta_ariel",0,0,0,0,0,0,0,0.5,372,0.945,23.3284737776416,0,0,0
"469","Salomon_Islands_Anglaise","Fregeta_ariel",0,0,0,0,0,0,0,75.5,372,0.945,23.3284737776416,0,0,0
"472","Salomon_Islands_Takamaka","Fregeta_ariel",0,0,0,0,0,0,0,44,372,0.945,23.3284737776416,0,0,0
"473","Salomon_Islands_Fouquet","Fregeta_ariel",0,0,0,0,0,0,0,39.5,372,0.945,23.3284737776416,0,0,0
"474","Salomon_Islands_Sepulture","Fregeta_ariel",0,0,0,0,0,0,0,0.5,372,0.945,23.3284737776416,0,0,0
"477","Salomon_Islands_Poule","Fregeta_ariel",0,0,0,0,0,0,0,0.5,372,0.945,23.3284737776416,0,0,0
"484","Great_Chagos_Bank_Eagle_Island","Thalasseus_bergii",0,0,0,0,0,0,0,243.5,145.5,0.36,12.7009107121389,0,0,0
"490","Peros_Banhos_Coin","Thalasseus_bergii",0,0,0,0,0,0,0,127.5,145.5,0.36,12.7009107121389,0,0,0
"492","Peros_Banhos_Monpatre_complex","Thalasseus_bergii",10,10,10,10,10,10,10,4.5,145.5,0.36,12.7009107121389,0.74329963124341,0.74329963124341,0.74329963124341
"493","Peros_Banhos_Poule","Thalasseus_bergii",0,0,0,0,0,0,0,108,145.5,0.36,12.7009107121389,0,0,0
"494","Peros_Banhos_Petit_Souer","Thalasseus_bergii",0,0,0,0,0,0,0,41.5,145.5,0.36,12.7009107121389,0,0,0
"495","Peros_Banhos_Grand_Souer","Thalasseus_bergii",0,0,0,0,0,0,0,64,145.5,0.36,12.7009107121389,0,0,0
"500","Peros_Banhos_Pierre","Thalasseus_bergii",0,0,0,0,0,0,0,150,145.5,0.36,12.7009107121389,0,0,0
"501","Peros_Banhos_Petite_Mapou","Thalasseus_bergii",0,0,0,0,0,0,0,10,145.5,0.36,12.7009107121389,0,0,0
"502","Peros_Banhos_Grande_Mapou","Thalasseus_bergii",0,0,0,0,0,0,0,19.5,145.5,0.36,12.7009107121389,0,0,0
"503","Peros_Banhos_Diamant","Thalasseus_bergii",0,0,0,0,0,0,0,88.5,145.5,0.36,12.7009107121389,0,0,0
"504","Peros_Banhos_Passe","Thalasseus_bergii",0,0,0,0,0,0,0,22.5,145.5,0.36,12.7009107121389,0,0,0
"505","Peros_Banhos_Moresby","Thalasseus_bergii",14,14,14,14,14,14,14,43.5,145.5,0.36,12.7009107121389,0.107650291421459,0.107650291421459,0.107650291421459
"513","Peros_Banhos_Yeye","Thalasseus_bergii",0,0,0,0,0,0,0,58.5,145.5,0.36,12.7009107121389,0,0,0
"518","Peros_Banhos_Fouquet","Thalasseus_bergii",0,0,0,0,0,0,0,2,145.5,0.36,12.7009107121389,0,0,0
"519","Peros_Banhos_Mapou_de_Coin","Thalasseus_bergii",0,0,0,0,0,0,0,2,145.5,0.36,12.7009107121389,0,0,0
"520","Salomon_Islands_Boddam","Thalasseus_bergii",0,0,0,0,0,0,0,108.5,145.5,0.36,12.7009107121389,0,0,0
"521","Salomon_Islands_Diable","Thalasseus_bergii",0,0,0,0,0,0,0,0.5,145.5,0.36,12.7009107121389,0,0,0
"522","Salomon_Islands_Anglaise","Thalasseus_bergii",0,0,0,0,0,0,0,75.5,145.5,0.36,12.7009107121389,0,0,0
"525","Salomon_Islands_Takamaka","Thalasseus_bergii",0,0,0,0,0,0,0,44,145.5,0.36,12.7009107121389,0,0,0
"526","Salomon_Islands_Fouquet","Thalasseus_bergii",0,0,0,0,0,0,0,39.5,145.5,0.36,12.7009107121389,0,0,0
"527","Salomon_Islands_Sepulture","Thalasseus_bergii",0,0,0,0,0,0,0,0.5,145.5,0.36,12.7009107121389,0,0,0
"530","Salomon_Islands_Poule","Thalasseus_bergii",25,25,25,25,25,25,25,0.5,145.5,0.36,12.7009107121389,16.7242417029767,16.7242417029767,16.7242417029767
"537","Great_Chagos_Bank_Eagle_Island","Sterna_dougallii",0,0,0,0,0,0,0,243.5,59.8,0.11,6.01785444402444,0,0,0
"543","Peros_Banhos_Coin","Sterna_dougallii",0,0,0,0,0,0,0,127.5,59.8,0.11,6.01785444402444,0,0,0
"545","Peros_Banhos_Monpatre_complex","Sterna_dougallii",0,0,0,0,0,0,0,4.5,59.8,0.11,6.01785444402444,0,0,0
"546","Peros_Banhos_Poule","Sterna_dougallii",3,3,3,3,3,3,3,108,59.8,0.11,6.01785444402444,0.00180933480364533,0.00180933480364533,0.00180933480364533
"547","Peros_Banhos_Petit_Souer","Sterna_dougallii",0,0,0,0,0,0,0,41.5,59.8,0.11,6.01785444402444,0,0,0
"548","Peros_Banhos_Grand_Souer","Sterna_dougallii",0,0,0,0,0,0,0,64,59.8,0.11,6.01785444402444,0,0,0
"553","Peros_Banhos_Pierre","Sterna_dougallii",0,0,0,0,0,0,0,150,59.8,0.11,6.01785444402444,0,0,0
"554","Peros_Banhos_Petite_Mapou","Sterna_dougallii",0,0,0,0,0,0,0,10,59.8,0.11,6.01785444402444,0,0,0
"555","Peros_Banhos_Grande_Mapou","Sterna_dougallii",0,0,0,0,0,0,0,19.5,59.8,0.11,6.01785444402444,0,0,0
"556","Peros_Banhos_Diamant","Sterna_dougallii",0,0,0,0,0,0,0,88.5,59.8,0.11,6.01785444402444,0,0,0
"557","Peros_Banhos_Passe","Sterna_dougallii",0,0,0,0,0,0,0,22.5,59.8,0.11,6.01785444402444,0,0,0
"558","Peros_Banhos_Moresby","Sterna_dougallii",0,0,0,0,0,0,0,43.5,59.8,0.11,6.01785444402444,0,0,0
"566","Peros_Banhos_Yeye","Sterna_dougallii",0,0,0,0,0,0,0,58.5,59.8,0.11,6.01785444402444,0,0,0
"571","Peros_Banhos_Fouquet","Sterna_dougallii",0,0,0,0,0,0,0,2,59.8,0.11,6.01785444402444,0,0,0
"572","Peros_Banhos_Mapou_de_Coin","Sterna_dougallii",0,0,0,0,0,0,0,2,59.8,0.11,6.01785444402444,0,0,0
"573","Salomon_Islands_Boddam","Sterna_dougallii",0,0,0,0,0,0,0,108.5,59.8,0.11,6.01785444402444,0,0,0
"574","Salomon_Islands_Diable","Sterna_dougallii",0,0,0,0,0,0,0,0.5,59.8,0.11,6.01785444402444,0,0,0
"575","Salomon_Islands_Anglaise","Sterna_dougallii",0,0,0,0,0,0,0,75.5,59.8,0.11,6.01785444402444,0,0,0
"578","Salomon_Islands_Takamaka","Sterna_dougallii",0,0,0,0,0,0,0,44,59.8,0.11,6.01785444402444,0,0,0
"579","Salomon_Islands_Fouquet","Sterna_dougallii",3,3,3,3,3,3,3,39.5,59.8,0.11,6.01785444402444,0.0049470419947771,0.0049470419947771,0.0049470419947771
"580","Salomon_Islands_Sepulture","Sterna_dougallii",0,0,0,0,0,0,0,0.5,59.8,0.11,6.01785444402444,0,0,0
"583","Salomon_Islands_Poule","Sterna_dougallii",0,0,0,0,0,0,0,0.5,59.8,0.11,6.01785444402444,0,0,0
"590","Great_Chagos_Bank_Eagle_Island","Sterna_sumatrana",0,0,0,0,0,0,0,243.5,46,0.104,5.80891860570945,0,0,0
"596","Peros_Banhos_Coin","Sterna_sumatrana",0,0,0,0,0,0,0,127.5,46,0.104,5.80891860570945,0,0,0
"598","Peros_Banhos_Monpatre_complex","Sterna_sumatrana",1,1,1,1,1,1,1,4.5,46,0.104,5.80891860570945,0.0107477902913637,0.0107477902913637,0.0107477902913637
"599","Peros_Banhos_Poule","Sterna_sumatrana",2,2,2,2,2,2,2,108,46,0.104,5.80891860570945,0.000895649190946979,0.000895649190946979,0.000895649190946979
"600","Peros_Banhos_Petit_Souer","Sterna_sumatrana",0,0,0,0,0,0,0,41.5,46,0.104,5.80891860570945,0,0,0
"601","Peros_Banhos_Grand_Souer","Sterna_sumatrana",0,0,0,0,0,0,0,64,46,0.104,5.80891860570945,0,0,0
"606","Peros_Banhos_Pierre","Sterna_sumatrana",0,0,0,0,0,0,0,150,46,0.104,5.80891860570945,0,0,0
"607","Peros_Banhos_Petite_Mapou","Sterna_sumatrana",0,0,0,0,0,0,0,10,46,0.104,5.80891860570945,0,0,0
"608","Peros_Banhos_Grande_Mapou","Sterna_sumatrana",0,0,0,0,0,0,0,19.5,46,0.104,5.80891860570945,0,0,0
"609","Peros_Banhos_Diamant","Sterna_sumatrana",0,0,0,0,0,0,0,88.5,46,0.104,5.80891860570945,0,0,0
"610","Peros_Banhos_Passe","Sterna_sumatrana",0,0,0,0,0,0,0,22.5,46,0.104,5.80891860570945,0,0,0
"611","Peros_Banhos_Moresby","Sterna_sumatrana",0,0,0,0,0,0,0,43.5,46,0.104,5.80891860570945,0,0,0
"619","Peros_Banhos_Yeye","Sterna_sumatrana",15,15,15,15,15,15,15,58.5,46,0.104,5.80891860570945,0.0124012964900351,0.0124012964900351,0.0124012964900351
"624","Peros_Banhos_Fouquet","Sterna_sumatrana",0,0,0,0,0,0,0,2,46,0.104,5.80891860570945,0,0,0
"625","Peros_Banhos_Mapou_de_Coin","Sterna_sumatrana",0,0,0,0,0,0,0,2,46,0.104,5.80891860570945,0,0,0
"626","Salomon_Islands_Boddam","Sterna_sumatrana",0,0,0,0,0,0,0,108.5,46,0.104,5.80891860570945,0,0,0
"627","Salomon_Islands_Diable","Sterna_sumatrana",0,0,0,0,0,0,0,0.5,46,0.104,5.80891860570945,0,0,0
"628","Salomon_Islands_Anglaise","Sterna_sumatrana",1,1,1,1,1,1,1,75.5,46,0.104,5.80891860570945,0.000640596772332939,0.000640596772332939,0.000640596772332939
"631","Salomon_Islands_Takamaka","Sterna_sumatrana",25,25,25,25,25,25,25,44,46,0.104,5.80891860570945,0.0274801456313278,0.0274801456313278,0.0274801456313278
"632","Salomon_Islands_Fouquet","Sterna_sumatrana",53,53,53,53,53,53,53,39.5,46,0.104,5.80891860570945,0.0648948856832976,0.0648948856832976,0.0648948856832976
"633","Salomon_Islands_Sepulture","Sterna_sumatrana",0,0,0,0,0,0,0,0.5,46,0.104,5.80891860570945,0,0,0
"636","Salomon_Islands_Poule","Sterna_sumatrana",0,0,0,0,0,0,0,0.5,46,0.104,5.80891860570945,0,0,0
"643","Great_Chagos_Bank_Eagle_Island","Sternula_albifrons",0,0,0,0,0,0,0,243.5,44.5,0.055,3.8885956125497,0,0,0
"649","Peros_Banhos_Coin","Sternula_albifrons",0,0,0,0,0,0,0,127.5,44.5,0.055,3.8885956125497,0,0,0
"651","Peros_Banhos_Monpatre_complex","Sternula_albifrons",0,0,0,0,0,0,0,4.5,44.5,0.055,3.8885956125497,0,0,0
"652","Peros_Banhos_Poule","Sternula_albifrons",0,0,0,0,0,0,0,108,44.5,0.055,3.8885956125497,0,0,0
"653","Peros_Banhos_Petit_Souer","Sternula_albifrons",0,0,0,0,0,0,0,41.5,44.5,0.055,3.8885956125497,0,0,0
"654","Peros_Banhos_Grand_Souer","Sternula_albifrons",0,0,0,0,0,0,0,64,44.5,0.055,3.8885956125497,0,0,0
"659","Peros_Banhos_Pierre","Sternula_albifrons",0,0,0,0,0,0,0,150,44.5,0.055,3.8885956125497,0,0,0
"660","Peros_Banhos_Petite_Mapou","Sternula_albifrons",0,0,0,0,0,0,0,10,44.5,0.055,3.8885956125497,0,0,0
"661","Peros_Banhos_Grande_Mapou","Sternula_albifrons",0,0,0,0,0,0,0,19.5,44.5,0.055,3.8885956125497,0,0,0
"662","Peros_Banhos_Diamant","Sternula_albifrons",0,0,0,0,0,0,0,88.5,44.5,0.055,3.8885956125497,0,0,0
"663","Peros_Banhos_Passe","Sternula_albifrons",0,0,0,0,0,0,0,22.5,44.5,0.055,3.8885956125497,0,0,0
"664","Peros_Banhos_Moresby","Sternula_albifrons",0,0,0,0,0,0,0,43.5,44.5,0.055,3.8885956125497,0,0,0
"672","Peros_Banhos_Yeye","Sternula_albifrons",0,0,0,0,0,0,0,58.5,44.5,0.055,3.8885956125497,0,0,0
"677","Peros_Banhos_Fouquet","Sternula_albifrons",0,0,0,0,0,0,0,2,44.5,0.055,3.8885956125497,0,0,0
"678","Peros_Banhos_Mapou_de_Coin","Sternula_albifrons",0,0,0,0,0,0,0,2,44.5,0.055,3.8885956125497,0,0,0
"679","Salomon_Islands_Boddam","Sternula_albifrons",0,0,0,0,0,0,0,108.5,44.5,0.055,3.8885956125497,0,0,0
"680","Salomon_Islands_Diable","Sternula_albifrons",0,0,0,0,0,0,0,0.5,44.5,0.055,3.8885956125497,0,0,0
"681","Salomon_Islands_Anglaise","Sternula_albifrons",0,0,0,0,0,0,0,75.5,44.5,0.055,3.8885956125497,0,0,0
"684","Salomon_Islands_Takamaka","Sternula_albifrons",0,0,0,0,0,0,0,44,44.5,0.055,3.8885956125497,0,0,0
"685","Salomon_Islands_Fouquet","Sternula_albifrons",0,0,0,0,0,0,0,39.5,44.5,0.055,3.8885956125497,0,0,0
"686","Salomon_Islands_Sepulture","Sternula_albifrons",0,0,0,0,0,0,0,0.5,44.5,0.055,3.8885956125497,0,0,0
"689","Salomon_Islands_Poule","Sternula_albifrons",0,0,0,0,0,0,0,0.5,44.5,0.055,3.8885956125497,0,0,0
"696","Great_Chagos_Bank_Eagle_Island","Onychoprion_anaethetus",0,0,0,0,0,0,0,243.5,82,0.14,7.00527114884788,0,0,0
"702","Peros_Banhos_Coin","Onychoprion_anaethetus",0,0,0,0,0,0,0,127.5,82,0.14,7.00527114884788,0,0,0
"704","Peros_Banhos_Monpatre_complex","Onychoprion_anaethetus",0,0,0,0,0,0,0,4.5,82,0.14,7.00527114884788,0,0,0
"705","Peros_Banhos_Poule","Onychoprion_anaethetus",0,0,0,0,0,0,0,108,82,0.14,7.00527114884788,0,0,0
"706","Peros_Banhos_Petit_Souer","Onychoprion_anaethetus",0,0,0,0,0,0,0,41.5,82,0.14,7.00527114884788,0,0,0
"707","Peros_Banhos_Grand_Souer","Onychoprion_anaethetus",0,0,0,0,0,0,0,64,82,0.14,7.00527114884788,0,0,0
"712","Peros_Banhos_Pierre","Onychoprion_anaethetus",0,0,0,0,0,0,0,150,82,0.14,7.00527114884788,0,0,0
"713","Peros_Banhos_Petite_Mapou","Onychoprion_anaethetus",0,0,0,0,0,0,0,10,82,0.14,7.00527114884788,0,0,0
"714","Peros_Banhos_Grande_Mapou","Onychoprion_anaethetus",0,0,0,0,0,0,0,19.5,82,0.14,7.00527114884788,0,0,0
"715","Peros_Banhos_Diamant","Onychoprion_anaethetus",0,0,0,0,0,0,0,88.5,82,0.14,7.00527114884788,0,0,0
"716","Peros_Banhos_Passe","Onychoprion_anaethetus",0,0,0,0,0,0,0,22.5,82,0.14,7.00527114884788,0,0,0
"717","Peros_Banhos_Moresby","Onychoprion_anaethetus",0,0,0,0,0,0,0,43.5,82,0.14,7.00527114884788,0,0,0
"725","Peros_Banhos_Yeye","Onychoprion_anaethetus",0,0,0,0,0,0,0,58.5,82,0.14,7.00527114884788,0,0,0
"730","Peros_Banhos_Fouquet","Onychoprion_anaethetus",0,0,0,0,0,0,0,2,82,0.14,7.00527114884788,0,0,0
"731","Peros_Banhos_Mapou_de_Coin","Onychoprion_anaethetus",0,0,0,0,0,0,0,2,82,0.14,7.00527114884788,0,0,0
"732","Salomon_Islands_Boddam","Onychoprion_anaethetus",0,0,0,0,0,0,0,108.5,82,0.14,7.00527114884788,0,0,0
"733","Salomon_Islands_Diable","Onychoprion_anaethetus",0,0,0,0,0,0,0,0.5,82,0.14,7.00527114884788,0,0,0
"734","Salomon_Islands_Anglaise","Onychoprion_anaethetus",0,0,0,0,0,0,0,75.5,82,0.14,7.00527114884788,0,0,0
"737","Salomon_Islands_Takamaka","Onychoprion_anaethetus",0,0,0,0,0,0,0,44,82,0.14,7.00527114884788,0,0,0
"738","Salomon_Islands_Fouquet","Onychoprion_anaethetus",0,0,0,0,0,0,0,39.5,82,0.14,7.00527114884788,0,0,0
"739","Salomon_Islands_Sepulture","Onychoprion_anaethetus",0,0,0,0,0,0,0,0.5,82,0.14,7.00527114884788,0,0,0
"742","Salomon_Islands_Poule","Onychoprion_anaethetus",0,0,0,0,0,0,0,0.5,82,0.14,7.00527114884788,0,0,0
"749","Great_Chagos_Bank_Eagle_Island","Onychoprion_fuscatus",0,7224.59765350557,524.943590997073,90746.8051849888,23725.5438700341,2133.42456119788,253260.845889642,243.5,106,0.185,8.34992311049587,0,4.75315105791877,15.6093251630188
"755","Peros_Banhos_Coin","Onychoprion_fuscatus",0,9667.20649149814,982.233777911816,98271.3066049511,31747.059520114,3578.7139767023,293807.785567941,127.5,106,0.185,8.34992311049587,0,12.1466838211413,39.8896511190607
"757","Peros_Banhos_Monpatre_complex","Onychoprion_fuscatus",0,5573.21096824368,711.277190949988,44258.7644595258,18491.5453867464,2653.16783981055,136872.618637495,4.5,106,0.185,8.34992311049587,0,198.408322767672,658.305692440499
"758","Peros_Banhos_Poule","Onychoprion_fuscatus",0,10441.1155170135,990.467551613853,114592.233966972,34344.2139462886,3794.77587361764,340184.137885891,108,106,0.185,8.34992311049587,0,15.4878117641565,50.9444340426357
"759","Peros_Banhos_Petit_Souer","Onychoprion_fuscatus",0,8633.4106726076,1161.97053939138,68839.3205818122,28529.7901189622,4341.04859599727,199847.237090814,41.5,106,0.185,8.34992311049587,0,33.3273835493953,110.132981498866
"760","Peros_Banhos_Grand_Souer","Onychoprion_fuscatus",0,9515.35695696868,1132.835589573,94010.5849002344,30731.0630590928,4130.4096037068,247064.554864782,64,106,0.185,8.34992311049587,0,23.8183694537357,76.9244724036821
"765","Peros_Banhos_Pierre","Onychoprion_fuscatus",0,11063.7275899065,960.21959191359,140064.438456397,36360.497979583,3766.31440428332,393414.776926797,150,106,0.185,8.34992311049587,0,11.8161809081679,38.8334056986176
"766","Peros_Banhos_Petite_Mapou","Onychoprion_fuscatus",0,6591.43140913033,951.553468056161,47401.4298081975,21529.1399319127,3528.00636623931,134574.902759825,10,106,0.185,8.34992311049587,0,105.595802148708,344.900319759535
"767","Peros_Banhos_Grande_Mapou","Onychoprion_fuscatus",0,7362.19894042234,1065.36264600789,53510.2395028282,24407.3127917492,4392.59430131004,155477.715477733,19.5,106,0.185,8.34992311049587,0,60.4839093508502,200.517495702081
"768","Peros_Banhos_Diamant","Onychoprion_fuscatus",0,9993.22031396576,1055.31758997117,105434.114544294,32813.018318926,4179.93564342249,281319.772683003,88.5,106,0.185,8.34992311049587,0,18.089606002954,59.3977271098036
"769","Peros_Banhos_Passe","Onychoprion_fuscatus",0,11164.0012523929,1716.24435563837,92439.9802191311,36662.5263000273,6517.76198206028,303118.500176744,22.5,106,0.185,8.34992311049587,0,79.4884951057758,261.039834776125
"770","Peros_Banhos_Moresby","Onychoprion_fuscatus",0,12074.6710547124,1530.46807235398,143740.294393001,39653.1615412247,6411.45576896843,343791.220670389,43.5,106,0.185,8.34992311049587,0,44.4685499279538,146.034503615649
"778","Peros_Banhos_Yeye","Onychoprion_fuscatus",0,8568.40506955243,1068.07567242074,77871.6610885297,28138.600946898,4142.0550789408,205806.120661441,58.5,106,0.185,8.34992311049587,0,23.4644857105896,77.0572579698267
"783","Peros_Banhos_Fouquet","Onychoprion_fuscatus",0,4735.2358170952,459.463542781761,50865.3970198148,15550.4915985094,1564.51600352053,153424.687607445,2,106,0.185,8.34992311049587,0,379.296235850106,1245.60701024422
"784","Peros_Banhos_Mapou_de_Coin","Onychoprion_fuscatus",0,4747.97828287651,457.040679157401,48055.6816301095,15717.3771631481,1714.32549800393,142252.170120108,2,106,0.185,8.34992311049587,0,380.316917711155,1258.97467954945
"785","Salomon_Islands_Boddam","Onychoprion_fuscatus",0,11235.7427755552,1302.67465385133,111291.911948965,36898.1251162829,4395.50750349071,354268.802785739,108.5,106,0.185,8.34992311049587,0,16.5897165756317,54.4805492684557
"786","Salomon_Islands_Diable","Onychoprion_fuscatus",0,3631.05739152967,184.467212856502,73230.5190180522,11924.3749713241,639.648280708582,211599.982923998,0.5,106,0.185,8.34992311049587,0,1163.40258771549,3820.60849021282
"787","Salomon_Islands_Anglaise","Onychoprion_fuscatus",0,8454.22423851066,1014.79700458879,77575.7722947297,27763.6316481324,3673.8286433531,216867.359070445,75.5,106,0.185,8.34992311049587,0,17.9388140319976,58.9109788122285
"790","Salomon_Islands_Takamaka","Onychoprion_fuscatus",0,10953.6280045231,1370.7430848158,117387.307322078,35971.661568066,5859.69676049625,276986.429727437,44,106,0.185,8.34992311049587,0,39.8815682672088,130.970877951977
"791","Salomon_Islands_Fouquet","Onychoprion_fuscatus",0,7847.3198388214,1046.03870228049,61401.4801955682,25770.5605249595,4087.49336305363,161368.227147955,39.5,106,0.185,8.34992311049587,0,31.8266680630015,104.518624507672
"792","Salomon_Islands_Sepulture","Onychoprion_fuscatus",0,3681.01755458854,188.373012795696,71068.4016813832,12088.4439059909,638.714758488474,224668.891333156,0.5,106,0.185,8.34992311049587,0,1179.4099863099,3873.17671003781
"795","Salomon_Islands_Poule","Onychoprion_fuscatus",0,3630.54587160799,179.242157150501,71346.4914915588,11922.6951423669,610.325063657366,238009.060856329,0.5,106,0.185,8.34992311049587,0,1163.23869507035,3820.07026755617
"802","Great_Chagos_Bank_Eagle_Island","Anous_stolidus",40,40,40,40,40,40,40,243.5,144.5,0.167,7.82844787606567,0.0336343556426381,0.0336343556426381,0.0336343556426381
"808","Peros_Banhos_Coin","Anous_stolidus",21,21,21,21,21,21,21,127.5,144.5,0.167,7.82844787606567,0.0337233877605157,0.0337233877605157,0.0337233877605157
"810","Peros_Banhos_Monpatre_complex","Anous_stolidus",2,2,2,2,2,2,2,4.5,144.5,0.167,7.82844787606567,0.0909996177664709,0.0909996177664709,0.0909996177664709
"811","Peros_Banhos_Poule","Anous_stolidus",8,8,8,8,8,8,8,108,144.5,0.167,7.82844787606567,0.0151666029610785,0.0151666029610785,0.0151666029610785
"812","Peros_Banhos_Petit_Souer","Anous_stolidus",5,5,5,5,5,5,5,41.5,144.5,0.167,7.82844787606567,0.0246685710812722,0.0246685710812722,0.0246685710812722
"813","Peros_Banhos_Grand_Souer","Anous_stolidus",7,7,7,7,7,7,7,64,144.5,0.167,7.82844787606567,0.0223944371847174,0.0223944371847174,0.0223944371847174
"818","Peros_Banhos_Pierre","Anous_stolidus",7,7,7,7,7,7,7,150,144.5,0.167,7.82844787606567,0.00955495986547944,0.00955495986547944,0.00955495986547944
"819","Peros_Banhos_Petite_Mapou","Anous_stolidus",5,5,5,5,5,5,5,10,144.5,0.167,7.82844787606567,0.10237456998728,0.10237456998728,0.10237456998728
"820","Peros_Banhos_Grande_Mapou","Anous_stolidus",10,10,10,10,10,10,10,19.5,144.5,0.167,7.82844787606567,0.104999558961313,0.104999558961313,0.104999558961313
"821","Peros_Banhos_Diamant","Anous_stolidus",20,20,20,20,20,20,20,88.5,144.5,0.167,7.82844787606567,0.0462709920846462,0.0462709920846462,0.0462709920846462
"822","Peros_Banhos_Passe","Anous_stolidus",15,15,15,15,15,15,15,22.5,144.5,0.167,7.82844787606567,0.136499426649706,0.136499426649706,0.136499426649706
"823","Peros_Banhos_Moresby","Anous_stolidus",45,45,45,45,45,45,45,43.5,144.5,0.167,7.82844787606567,0.211809455146096,0.211809455146096,0.211809455146096
"831","Peros_Banhos_Yeye","Anous_stolidus",32,32,32,32,32,32,32,58.5,144.5,0.167,7.82844787606567,0.111999529558733,0.111999529558733,0.111999529558733
"836","Peros_Banhos_Fouquet","Anous_stolidus",5,5,5,5,5,5,5,2,144.5,0.167,7.82844787606567,0.511872849936399,0.511872849936399,0.511872849936399
"837","Peros_Banhos_Mapou_de_Coin","Anous_stolidus",5,5,5,5,5,5,5,2,144.5,0.167,7.82844787606567,0.511872849936399,0.511872849936399,0.511872849936399
"838","Salomon_Islands_Boddam","Anous_stolidus",25,25,25,25,25,25,25,108.5,144.5,0.167,7.82844787606567,0.0471772211922948,0.0471772211922948,0.0471772211922948
"839","Salomon_Islands_Diable","Anous_stolidus",1,1,1,1,1,1,1,0.5,144.5,0.167,7.82844787606567,0.409498279949119,0.409498279949119,0.409498279949119
"840","Salomon_Islands_Anglaise","Anous_stolidus",20,20,20,20,20,20,20,75.5,144.5,0.167,7.82844787606567,0.0542381827747177,0.0542381827747177,0.0542381827747177
"843","Salomon_Islands_Takamaka","Anous_stolidus",65,65,65,65,65,65,65,44,144.5,0.167,7.82844787606567,0.302470320416963,0.302470320416963,0.302470320416963
"844","Salomon_Islands_Fouquet","Anous_stolidus",25,25,25,25,25,25,25,39.5,144.5,0.167,7.82844787606567,0.129588063275038,0.129588063275038,0.129588063275038
"845","Salomon_Islands_Sepulture","Anous_stolidus",6,6,6,6,6,6,6,0.5,144.5,0.167,7.82844787606567,2.45698967969471,2.45698967969471,2.45698967969471
"848","Salomon_Islands_Poule","Anous_stolidus",1,1,1,1,1,1,1,0.5,144.5,0.167,7.82844787606567,0.409498279949119,0.409498279949119,0.409498279949119
"855","Great_Chagos_Bank_Eagle_Island","Anous_tenuirostris",10,453.20791998171,42.7771607864023,3932.95237566195,1488.33262466256,168.987340980037,10872.3884231738,243.5,90,0.1085,5.96602436270199,0.00399123354695751,0.180885865397784,0.594028310058453
"861","Peros_Banhos_Coin","Anous_tenuirostris",10,606.43578454776,86.667719198673,3952.56914220955,1991.53219330698,302.071007121686,12651.0489555218,127.5,90,0.1085,5.96602436270199,0.00762247347987572,0.462254068496293,1.51804013278012
"863","Peros_Banhos_Monpatre_complex","Anous_tenuirostris",0,349.614396770092,55.9580952341459,2149.93991702288,1159.99744538137,188.07852630383,6939.81365175726,4.5,90,0.1085,5.96602436270199,0,7.55062499142786,25.0524743317387
"864","Peros_Banhos_Poule","Anous_tenuirostris",0,654.984052081898,89.821283455912,5066.26221899767,2154.4548932011,325.407558745885,14881.3487536865,108,90,0.1085,5.96602436270199,0,0.589403997461866,1.93874083249469
"865","Peros_Banhos_Petit_Souer","Anous_tenuirostris",0,541.584497979874,100.740937237079,2932.66890952245,1789.70891632362,349.97430787113,8653.29099155673,41.5,90,0.1085,5.96602436270199,0,1.26830654892249,4.191219556145
"866","Peros_Banhos_Grand_Souer","Anous_tenuirostris",0,596.910075990011,97.2060094105902,3861.3407192574,1927.79748240792,340.526452821308,11265.3970636832,64,90,0.1085,5.96602436270199,0,0.90643161105206,2.92743689216993
