"","mean","sd","area","meanj","sdj","meantonnes","sdtonnes"
"1",0.0322082543842626,0.0165823902744615,487032177315.55,15686456260.3005,8076157640.4672,3921.61406507513,2019.0394101168
"2",0.0144294206841662,0.00761644785590461,231489463346.493,3340258850.57841,1763127426.7699,835.064712644604,440.781856692476
"3",0.100022525883824,0.0478642974439469,1518603074605.4,151894515336.973,72686869262.2053,37973.6288342433,18171.7173155513
"4",0.388567719600588,0.148474009771622,5271036704150.96,2048154712062.94,782611955118.69,512038.678015734,195652.988779673
