"","Atoll_Island","Species","Census","Value.high.nn","Value.low.nn","Size_Ha","Season.length","Mass","Defecation.rate","NitrogenInput.Current","NitrogenInput.high.nn","NitrogenInput.low.nn"
"212","Salomon_Islands_Anglaise","Phaethon_rubricauda",0,0,0,75.5,130,0.675,18.872336185811,0,0,0
"213","Salomon_Islands_Passe","Phaethon_rubricauda",0,0,0,26,130,0.675,18.872336185811,0,0,0
"214","Salomon_Islands_Mapou","Phaethon_rubricauda",0,0,0,4,130,0.675,18.872336185811,0,0,0
"215","Salomon_Islands_Takamaka","Phaethon_rubricauda",0,0,0,44,130,0.675,18.872336185811,0,0,0
"216","Salomon_Islands_Fouquet","Phaethon_rubricauda",0,0,0,39.5,130,0.675,18.872336185811,0,0,0
"217","Salomon_Islands_Sepulture","Phaethon_rubricauda",0,0,0,0.5,130,0.675,18.872336185811,0,0,0
"218","Salomon_Islands_Jacobin","Phaethon_rubricauda",0,0,0,1.5,130,0.675,18.872336185811,0,0,0
"219","Salomon_Islands_Sel","Phaethon_rubricauda",0,0,0,2,130,0.675,18.872336185811,0,0,0
"220","Salomon_Islands_Poule","Phaethon_rubricauda",0,0,0,0.5,130,0.675,18.872336185811,0,0,0
"221","Diego_Garcia_Diego_Garcia","Sula_dactylatra",0,0,0,2719.5,273,2.1,38.5800195275746,0,0,0
"222","Diego_Garcia_West_Island","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"223","Diego_Garcia_Middle_Island","Sula_dactylatra",0,0,0,5,273,2.1,38.5800195275746,0,0,0
"224","Diego_Garcia_East_Island","Sula_dactylatra",0,0,0,7.5,273,2.1,38.5800195275746,0,0,0
"225","Egmont_Islands_Sudest_complex","Sula_dactylatra",0,0,0,NA,273,2.1,38.5800195275746,NA,NA,NA
"226","Egmont_Islands_Lubine_complex","Sula_dactylatra",0,0,0,NA,273,2.1,38.5800195275746,NA,NA,NA
"227","Great_Chagos_Bank_Danger","Sula_dactylatra",0,0,0,66,273,2.1,38.5800195275746,0,0,0
"228","Great_Chagos_Bank_Sea_Cow","Sula_dactylatra",0,0,0,18,273,2.1,38.5800195275746,0,0,0
"229","Great_Chagos_Bank_Eagle_Island","Sula_dactylatra",0,0,0,243.5,273,2.1,38.5800195275746,0,0,0
"230","Great_Chagos_Bank_North_Brother","Sula_dactylatra",0,0,0,6,273,2.1,38.5800195275746,0,0,0
"231","Great_Chagos_Bank_Middle_Brother","Sula_dactylatra",0,0,0,8,273,2.1,38.5800195275746,0,0,0
"232","Great_Chagos_Bank_Resurgent","Sula_dactylatra",140,140,140,0.5,273,2.1,38.5800195275746,533.779261376492,533.779261376492,533.779261376492
"233","Great_Chagos_Bank_South_Brother","Sula_dactylatra",0,0,0,23,273,2.1,38.5800195275746,0,0,0
"234","Great_Chagos_Bank_Nelson's_Island","Sula_dactylatra",0,0,0,81,273,2.1,38.5800195275746,0,0,0
"235","Peros_Banhos_Coin","Sula_dactylatra",0,0,0,127.5,273,2.1,38.5800195275746,0,0,0
"236","Peros_Banhos_Anglaise","Sula_dactylatra",0,0,0,NA,273,2.1,38.5800195275746,NA,NA,NA
"237","Peros_Banhos_Monpatre_complex","Sula_dactylatra",0,0,0,4.5,273,2.1,38.5800195275746,0,0,0
"238","Peros_Banhos_Poule","Sula_dactylatra",0,0,0,108,273,2.1,38.5800195275746,0,0,0
"239","Peros_Banhos_Petit_Souer","Sula_dactylatra",0,0,0,41.5,273,2.1,38.5800195275746,0,0,0
"240","Peros_Banhos_Grand_Souer","Sula_dactylatra",0,0,0,64,273,2.1,38.5800195275746,0,0,0
"241","Peros_Banhos_Finon","Sula_dactylatra",0,0,0,1,273,2.1,38.5800195275746,0,0,0
"242","Peros_Banhos_Verte","Sula_dactylatra",0,0,0,3,273,2.1,38.5800195275746,0,0,0
"243","Peros_Banhos_Unnamed_Burtle","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"244","Peros_Banhos_Manon","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"245","Peros_Banhos_Pierre","Sula_dactylatra",0,0,0,150,273,2.1,38.5800195275746,0,0,0
"246","Peros_Banhos_Petite_Mapou","Sula_dactylatra",0,0,0,10,273,2.1,38.5800195275746,0,0,0
"247","Peros_Banhos_Grande_Mapou","Sula_dactylatra",0,0,0,19.5,273,2.1,38.5800195275746,0,0,0
"248","Peros_Banhos_Diamant","Sula_dactylatra",0,0,0,88.5,273,2.1,38.5800195275746,0,0,0
"249","Peros_Banhos_Passe","Sula_dactylatra",0,0,0,22.5,273,2.1,38.5800195275746,0,0,0
"250","Peros_Banhos_Moresby","Sula_dactylatra",0,0,0,43.5,273,2.1,38.5800195275746,0,0,0
"251","Peros_Banhos_Saint_Brandon","Sula_dactylatra",0,0,0,0.5,273,2.1,38.5800195275746,0,0,0
"252","Peros_Banhos_Parasol","Sula_dactylatra",0,0,0,7.5,273,2.1,38.5800195275746,0,0,0
"253","Peros_Banhos_Longue","Sula_dactylatra",0,0,0,25.5,273,2.1,38.5800195275746,0,0,0
"254","Peros_Banhos_Grand_Bois_Mangue","Sula_dactylatra",0,0,0,14.5,273,2.1,38.5800195275746,0,0,0
"255","Peros_Banhos_Petite_Bois_Mangue","Sula_dactylatra",0,0,0,8.5,273,2.1,38.5800195275746,0,0,0
"256","Peros_Banhos_Manoel","Sula_dactylatra",0,0,0,50,273,2.1,38.5800195275746,0,0,0
"257","Peros_Banhos_Unnamed_Marlin","Sula_dactylatra",0,0,0,0.25,273,2.1,38.5800195275746,0,0,0
"258","Peros_Banhos_Yeye","Sula_dactylatra",0,0,0,58.5,273,2.1,38.5800195275746,0,0,0
"259","Peros_Banhos_Petite_Coquillage","Sula_dactylatra",0,0,0,17,273,2.1,38.5800195275746,0,0,0
"260","Peros_Banhos_Grand_Coquillage","Sula_dactylatra",0,0,0,21,273,2.1,38.5800195275746,0,0,0
"261","Peros_Banhos_Coin_de_Mire","Sula_dactylatra",24,24,24,0.5,273,2.1,38.5800195275746,91.5050162359701,91.5050162359701,91.5050162359701
"262","Peros_Banhos_Vache_Marine","Sula_dactylatra",0,0,0,8,273,2.1,38.5800195275746,0,0,0
"263","Peros_Banhos_Fouquet","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"264","Peros_Banhos_Mapou_de_Coin","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"265","Salomon_Islands_Boddam","Sula_dactylatra",0,0,0,108.5,273,2.1,38.5800195275746,0,0,0
"266","Salomon_Islands_Diable","Sula_dactylatra",0,0,0,0.5,273,2.1,38.5800195275746,0,0,0
"267","Salomon_Islands_Anglaise","Sula_dactylatra",0,0,0,75.5,273,2.1,38.5800195275746,0,0,0
"268","Salomon_Islands_Passe","Sula_dactylatra",0,0,0,26,273,2.1,38.5800195275746,0,0,0
"269","Salomon_Islands_Mapou","Sula_dactylatra",0,0,0,4,273,2.1,38.5800195275746,0,0,0
"270","Salomon_Islands_Takamaka","Sula_dactylatra",0,0,0,44,273,2.1,38.5800195275746,0,0,0
"271","Salomon_Islands_Fouquet","Sula_dactylatra",0,0,0,39.5,273,2.1,38.5800195275746,0,0,0
"272","Salomon_Islands_Sepulture","Sula_dactylatra",0,0,0,0.5,273,2.1,38.5800195275746,0,0,0
"273","Salomon_Islands_Jacobin","Sula_dactylatra",0,0,0,1.5,273,2.1,38.5800195275746,0,0,0
"274","Salomon_Islands_Sel","Sula_dactylatra",0,0,0,2,273,2.1,38.5800195275746,0,0,0
"275","Salomon_Islands_Poule","Sula_dactylatra",0,0,0,0.5,273,2.1,38.5800195275746,0,0,0
"276","Diego_Garcia_Diego_Garcia","Sula_sula",8068,8068,8068,2719.5,336,1.15,26.4,4.76319767722008,4.76319767722008,4.76319767722008
"277","Diego_Garcia_West_Island","Sula_sula",268,268,268,2,336,1.15,26.4,215.1426816,215.1426816,215.1426816
"278","Diego_Garcia_Middle_Island","Sula_sula",520,520,520,5,336,1.15,26.4,166.9764096,166.9764096,166.9764096
"279","Diego_Garcia_East_Island","Sula_sula",1113,1113,1113,7.5,336,1.15,26.4,238.26249216,238.26249216,238.26249216
"280","Egmont_Islands_Sudest_complex","Sula_sula",123,123,123,NA,336,1.15,26.4,NA,NA,NA
"281","Egmont_Islands_Lubine_complex","Sula_sula",1,1,1,NA,336,1.15,26.4,NA,NA,NA
"282","Great_Chagos_Bank_Danger","Sula_sula",3500,3500,3500,66,336,1.15,26.4,85.1424,85.1424,85.1424
"283","Great_Chagos_Bank_Sea_Cow","Sula_sula",1400,1400,1400,18,336,1.15,26.4,124.87552,124.87552,124.87552
"284","Great_Chagos_Bank_Eagle_Island","Sula_sula",10,173.362991973915,569.323229996299,243.5,336,1.15,26.4,0.0659360328542094,1.14308679344961,3.75389151977006
"285","Great_Chagos_Bank_North_Brother","Sula_sula",377,377,377,6,336,1.15,26.4,100.8815808,100.8815808,100.8815808
"286","Great_Chagos_Bank_Middle_Brother","Sula_sula",77,77,77,8,336,1.15,26.4,15.4533456,15.4533456,15.4533456
"287","Great_Chagos_Bank_Resurgent","Sula_sula",0,0,0,0.5,336,1.15,26.4,0,0,0
"288","Great_Chagos_Bank_South_Brother","Sula_sula",105,105,105,23,336,1.15,26.4,7.32965008695652,7.32965008695652,7.32965008695652
"289","Great_Chagos_Bank_Nelson's_Island","Sula_sula",3300,3300,3300,81,336,1.15,26.4,65.4109866666667,65.4109866666667,65.4109866666667
"290","Peros_Banhos_Coin","Sula_sula",0,231.976356577111,761.809236824467,127.5,336,1.15,26.4,0,2.92115981397702,9.59307474849665
"291","Peros_Banhos_Anglaise","Sula_sula",0,0,0,NA,336,1.15,26.4,NA,NA,NA
"292","Peros_Banhos_Monpatre_complex","Sula_sula",0,133.735963536702,443.72708186902,4.5,336,1.15,26.4,0,47.715279969562,158.316143104218
"293","Peros_Banhos_Poule","Sula_sula",0,250.54724323595,824.131110447623,108,336,1.15,26.4,0,3.72466872424473,12.2516429720624
"294","Peros_Banhos_Petit_Souer","Sula_sula",0,207.169170786491,684.606951504238,41.5,336,1.15,26.4,0,8.01491295591693,26.4859153728867
"295","Peros_Banhos_Grand_Souer","Sula_sula",4,228.332542637784,737.429168235862,64,336,1.15,26.4,0.1003464,5.72808716413703,18.4995905718658
"296","Peros_Banhos_Finon","Sula_sula",0,0,0,1,336,1.15,26.4,0,0,0
"297","Peros_Banhos_Verte","Sula_sula",3,3,3,3,336,1.15,26.4,1.6055424,1.6055424,1.6055424
"298","Peros_Banhos_Unnamed_Burtle","Sula_sula",0,0,0,2,336,1.15,26.4,0,0,0
"299","Peros_Banhos_Manon","Sula_sula",3,3,3,2,336,1.15,26.4,2.4083136,2.4083136,2.4083136
"300","Peros_Banhos_Pierre","Sula_sula",3,265.487575829202,872.514293767393,150,336,1.15,26.4,0.032110848,2.84167706444666,9.33905795499737
"301","Peros_Banhos_Petite_Mapou","Sula_sula",22,158.16939922228,516.617850879271,10,336,1.15,26.4,3.53219328,25.3947676833898,82.9451864183547
"302","Peros_Banhos_Grande_Mapou","Sula_sula",10,176.664901913187,585.683102998501,19.5,336,1.15,26.4,0.823355076923077,14.545794390434,48.2225156321877
"303","Peros_Banhos_Diamant","Sula_sula",12,239.799454055822,787.388212366902,88.5,336,1.15,26.4,0.21770066440678,4.35037503936129,14.2845780815284
"304","Peros_Banhos_Passe","Sula_sula",54,267.893764101346,879.761830004607,22.5,336,1.15,26.4,3.85330176,19.1162131982359,62.7775519988439
"305","Peros_Banhos_Moresby","Sula_sula",540,289.746391638853,951.525753503524,43.5,336,1.15,26.4,19.9308711724138,10.6942555637514,35.1198837228013
"306","Peros_Banhos_Saint_Brandon","Sula_sula",0,0,0,0.5,336,1.15,26.4,0,0,0
"307","Peros_Banhos_Parasol","Sula_sula",96,96,96,7.5,336,1.15,26.4,20.55094272,20.55094272,20.55094272
"308","Peros_Banhos_Longue","Sula_sula",490,490,490,25.5,336,1.15,26.4,30.8515990588235,30.8515990588235,30.8515990588235
"309","Peros_Banhos_Grand_Bois_Mangue","Sula_sula",127,127,127,14.5,336,1.15,26.4,14.0623368827586,14.0623368827586,14.0623368827586
"310","Peros_Banhos_Petite_Bois_Mangue","Sula_sula",120,120,120,8.5,336,1.15,26.4,22.6664809411765,22.6664809411765,22.6664809411765
"311","Peros_Banhos_Manoel","Sula_sula",3,3,3,50,336,1.15,26.4,0.096332544,0.096332544,0.096332544
"312","Peros_Banhos_Unnamed_Marlin","Sula_sula",0,0,0,0.25,336,1.15,26.4,0,0,0
"313","Peros_Banhos_Yeye","Sula_sula",0,205.609282418833,675.219892383519,58.5,336,1.15,26.4,0,5.6429815514019,18.5315242144475
"314","Peros_Banhos_Petite_Coquillage","Sula_sula",125,125,125,17,336,1.15,26.4,11.8054588235294,11.8054588235294,11.8054588235294
"315","Peros_Banhos_Grand_Coquillage","Sula_sula",750,750,750,21,336,1.15,26.4,57.3408,57.3408,57.3408
"316","Peros_Banhos_Coin_de_Mire","Sula_sula",0,0,0,0.5,336,1.15,26.4,0,0,0
"317","Peros_Banhos_Vache_Marine","Sula_sula",0,0,0,8,336,1.15,26.4,0,0,0
"318","Peros_Banhos_Fouquet","Sula_sula",0,113.627732411553,373.152925530004,2,336,1.15,26.4,0,91.2170711013013,299.556421811232
"319","Peros_Banhos_Mapou_de_Coin","Sula_sula",0,113.933503348417,377.157547266826,2,336,1.15,26.4,0,91.4625352032127,302.771216808447
"320","Salomon_Islands_Boddam","Sula_sula",0,269.615289049956,885.415309637731,108.5,336,1.15,26.4,0,3.98966615905954,13.1020444353226
"321","Salomon_Islands_Diable","Sula_sula",0,87.131630523277,286.139854645681,0.5,336,1.15,26.4,0,279.787054372511,918.819337926956
"322","Salomon_Islands_Anglaise","Sula_sula",0,202.869374752714,666.222048814913,75.5,336,1.15,26.4,0,4.31411103082082,14.1675198302942
"323","Salomon_Islands_Passe","Sula_sula",27,27,27,26,336,1.15,26.4,1.66729403076923,1.66729403076923,1.66729403076923
"324","Salomon_Islands_Mapou","Sula_sula",100,100,100,4,336,1.15,26.4,40.13856,40.13856,40.13856
"325","Salomon_Islands_Takamaka","Sula_sula",302,262.845602607635,863.183691992458,44,336,1.15,26.4,11.0198592,9.59113090091156,31.497227647328
"326","Salomon_Islands_Fouquet","Sula_sula",17,188.30596684844,618.395887455962,39.5,336,1.15,26.4,0.69099293164557,7.65400541640923,25.1357168935741
"327","Salomon_Islands_Sepulture","Sula_sula",0,88.3304852917757,290.076887926698,0.5,336,1.15,26.4,0,283.636678697044,931.461485652723
"328","Salomon_Islands_Jacobin","Sula_sula",0,0,0,1.5,336,1.15,26.4,0,0,0
"329","Salomon_Islands_Sel","Sula_sula",0,0,0,2,336,1.15,26.4,0,0,0
"330","Salomon_Islands_Poule","Sula_sula",0,87.1193559817274,286.099545110397,0.5,336,1.15,26.4,0,279.747639778714,918.68990059091
"331","Diego_Garcia_Diego_Garcia","Sula_leucogaster",0,0,0,2719.5,326.3,1.35,29.2061668275245,0,0,0
"332","Diego_Garcia_West_Island","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"333","Diego_Garcia_Middle_Island","Sula_leucogaster",0,0,0,5,326.3,1.35,29.2061668275245,0,0,0
"334","Diego_Garcia_East_Island","Sula_leucogaster",3,3,3,7.5,326.3,1.35,29.2061668275245,0.689969989873458,0.689969989873458,0.689969989873458
"335","Egmont_Islands_Sudest_complex","Sula_leucogaster",0,0,0,NA,326.3,1.35,29.2061668275245,NA,NA,NA
"336","Egmont_Islands_Lubine_complex","Sula_leucogaster",0,0,0,NA,326.3,1.35,29.2061668275245,NA,NA,NA
"337","Great_Chagos_Bank_Danger","Sula_leucogaster",141,141,141,66,326.3,1.35,29.2061668275245,3.6850669913696,3.6850669913696,3.6850669913696
"338","Great_Chagos_Bank_Sea_Cow","Sula_leucogaster",0,0,0,18,326.3,1.35,29.2061668275245,0,0,0
"339","Great_Chagos_Bank_Eagle_Island","Sula_leucogaster",0,0,0,243.5,326.3,1.35,29.2061668275245,0,0,0
"340","Great_Chagos_Bank_North_Brother","Sula_leucogaster",740,740,740,6,326.3,1.35,29.2061668275245,212.740746877649,212.740746877649,212.740746877649
"341","Great_Chagos_Bank_Middle_Brother","Sula_leucogaster",0,0,0,8,326.3,1.35,29.2061668275245,0,0,0
"342","Great_Chagos_Bank_Resurgent","Sula_leucogaster",7,7,7,0.5,326.3,1.35,29.2061668275245,24.148949645571,24.148949645571,24.148949645571
"343","Great_Chagos_Bank_South_Brother","Sula_leucogaster",0,0,0,23,326.3,1.35,29.2061668275245,0,0,0
"344","Great_Chagos_Bank_Nelson's_Island","Sula_leucogaster",25,25,25,81,326.3,1.35,29.2061668275245,0.532384251445569,0.532384251445569,0.532384251445569
"345","Peros_Banhos_Coin","Sula_leucogaster",0,0,0,127.5,326.3,1.35,29.2061668275245,0,0,0
"346","Peros_Banhos_Anglaise","Sula_leucogaster",0,0,0,NA,326.3,1.35,29.2061668275245,NA,NA,NA
"347","Peros_Banhos_Monpatre_complex","Sula_leucogaster",0,0,0,4.5,326.3,1.35,29.2061668275245,0,0,0
"348","Peros_Banhos_Poule","Sula_leucogaster",0,0,0,108,326.3,1.35,29.2061668275245,0,0,0
"349","Peros_Banhos_Petit_Souer","Sula_leucogaster",0,0,0,41.5,326.3,1.35,29.2061668275245,0,0,0
"350","Peros_Banhos_Grand_Souer","Sula_leucogaster",0,0,0,64,326.3,1.35,29.2061668275245,0,0,0
"351","Peros_Banhos_Finon","Sula_leucogaster",0,0,0,1,326.3,1.35,29.2061668275245,0,0,0
"352","Peros_Banhos_Verte","Sula_leucogaster",0,0,0,3,326.3,1.35,29.2061668275245,0,0,0
"353","Peros_Banhos_Unnamed_Burtle","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"354","Peros_Banhos_Manon","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"355","Peros_Banhos_Pierre","Sula_leucogaster",0,0,0,150,326.3,1.35,29.2061668275245,0,0,0
"356","Peros_Banhos_Petite_Mapou","Sula_leucogaster",0,0,0,10,326.3,1.35,29.2061668275245,0,0,0
"357","Peros_Banhos_Grande_Mapou","Sula_leucogaster",0,0,0,19.5,326.3,1.35,29.2061668275245,0,0,0
"358","Peros_Banhos_Diamant","Sula_leucogaster",0,0,0,88.5,326.3,1.35,29.2061668275245,0,0,0
"359","Peros_Banhos_Passe","Sula_leucogaster",0,0,0,22.5,326.3,1.35,29.2061668275245,0,0,0
"360","Peros_Banhos_Moresby","Sula_leucogaster",0,0,0,43.5,326.3,1.35,29.2061668275245,0,0,0
"361","Peros_Banhos_Saint_Brandon","Sula_leucogaster",0,0,0,0.5,326.3,1.35,29.2061668275245,0,0,0
"362","Peros_Banhos_Parasol","Sula_leucogaster",1,1,1,7.5,326.3,1.35,29.2061668275245,0.229989996624486,0.229989996624486,0.229989996624486
"363","Peros_Banhos_Longue","Sula_leucogaster",3,3,3,25.5,326.3,1.35,29.2061668275245,0.202932349962782,0.202932349962782,0.202932349962782
"364","Peros_Banhos_Grand_Bois_Mangue","Sula_leucogaster",0,0,0,14.5,326.3,1.35,29.2061668275245,0,0,0
"365","Peros_Banhos_Petite_Bois_Mangue","Sula_leucogaster",0,0,0,8.5,326.3,1.35,29.2061668275245,0,0,0
"366","Peros_Banhos_Manoel","Sula_leucogaster",0,0,0,50,326.3,1.35,29.2061668275245,0,0,0
"367","Peros_Banhos_Unnamed_Marlin","Sula_leucogaster",0,0,0,0.25,326.3,1.35,29.2061668275245,0,0,0
"368","Peros_Banhos_Yeye","Sula_leucogaster",0,0,0,58.5,326.3,1.35,29.2061668275245,0,0,0
"369","Peros_Banhos_Petite_Coquillage","Sula_leucogaster",0,0,0,17,326.3,1.35,29.2061668275245,0,0,0
"370","Peros_Banhos_Grand_Coquillage","Sula_leucogaster",0,0,0,21,326.3,1.35,29.2061668275245,0,0,0
"371","Peros_Banhos_Coin_de_Mire","Sula_leucogaster",0,0,0,0.5,326.3,1.35,29.2061668275245,0,0,0
"372","Peros_Banhos_Vache_Marine","Sula_leucogaster",0,0,0,8,326.3,1.35,29.2061668275245,0,0,0
"373","Peros_Banhos_Fouquet","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"374","Peros_Banhos_Mapou_de_Coin","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"375","Salomon_Islands_Boddam","Sula_leucogaster",0,0,0,108.5,326.3,1.35,29.2061668275245,0,0,0
"376","Salomon_Islands_Diable","Sula_leucogaster",0,0,0,0.5,326.3,1.35,29.2061668275245,0,0,0
"377","Salomon_Islands_Anglaise","Sula_leucogaster",0,0,0,75.5,326.3,1.35,29.2061668275245,0,0,0
"378","Salomon_Islands_Passe","Sula_leucogaster",4,4,4,26,326.3,1.35,29.2061668275245,0.265373073028253,0.265373073028253,0.265373073028253
"379","Salomon_Islands_Mapou","Sula_leucogaster",0,0,0,4,326.3,1.35,29.2061668275245,0,0,0
"380","Salomon_Islands_Takamaka","Sula_leucogaster",0,0,0,44,326.3,1.35,29.2061668275245,0,0,0
"381","Salomon_Islands_Fouquet","Sula_leucogaster",0,0,0,39.5,326.3,1.35,29.2061668275245,0,0,0
"382","Salomon_Islands_Sepulture","Sula_leucogaster",0,0,0,0.5,326.3,1.35,29.2061668275245,0,0,0
"383","Salomon_Islands_Jacobin","Sula_leucogaster",0,0,0,1.5,326.3,1.35,29.2061668275245,0,0,0
"384","Salomon_Islands_Sel","Sula_leucogaster",0,0,0,2,326.3,1.35,29.2061668275245,0,0,0
"385","Salomon_Islands_Poule","Sula_leucogaster",0,0,0,0.5,326.3,1.35,29.2061668275245,0,0,0
"386","Diego_Garcia_Diego_Garcia","Fregeta_minor",0,0,0,2719.5,514,1.495,31.1449930877007,0,0,0
"387","Diego_Garcia_West_Island","Fregeta_minor",0,0,0,2,514,1.495,31.1449930877007,0,0,0
"388","Diego_Garcia_Middle_Island","Fregeta_minor",0,0,0,5,514,1.495,31.1449930877007,0,0,0
"389","Diego_Garcia_East_Island","Fregeta_minor",0,0,0,7.5,514,1.495,31.1449930877007,0,0,0
"390","Egmont_Islands_Sudest_complex","Fregeta_minor",0,0,0,NA,514,1.495,31.1449930877007,NA,NA,NA
"391","Egmont_Islands_Lubine_complex","Fregeta_minor",0,0,0,NA,514,1.495,31.1449930877007,NA,NA,NA
"392","Great_Chagos_Bank_Danger","Fregeta_minor",0,0,0,66,514,1.495,31.1449930877007,0,0,0
"393","Great_Chagos_Bank_Sea_Cow","Fregeta_minor",0,0,0,18,514,1.495,31.1449930877007,0,0,0
"394","Great_Chagos_Bank_Eagle_Island","Fregeta_minor",0,0,0,243.5,514,1.495,31.1449930877007,0,0,0
"395","Great_Chagos_Bank_North_Brother","Fregeta_minor",300,300,300,6,514,1.495,31.1449930877007,144.877164346057,144.877164346057,144.877164346057
"396","Great_Chagos_Bank_Middle_Brother","Fregeta_minor",10,10,10,8,514,1.495,31.1449930877007,3.62192910865143,3.62192910865143,3.62192910865143
"397","Great_Chagos_Bank_Resurgent","Fregeta_minor",0,0,0,0.5,514,1.495,31.1449930877007,0,0,0
"398","Great_Chagos_Bank_South_Brother","Fregeta_minor",0,0,0,23,514,1.495,31.1449930877007,0,0,0
"399","Great_Chagos_Bank_Nelson's_Island","Fregeta_minor",250,250,250,81,514,1.495,31.1449930877007,8.94303483617637,8.94303483617637,8.94303483617637
"400","Peros_Banhos_Coin","Fregeta_minor",0,0,0,127.5,514,1.495,31.1449930877007,0,0,0
"401","Peros_Banhos_Anglaise","Fregeta_minor",0,0,0,NA,514,1.495,31.1449930877007,NA,NA,NA
"402","Peros_Banhos_Monpatre_complex","Fregeta_minor",0,0,0,4.5,514,1.495,31.1449930877007,0,0,0
"403","Peros_Banhos_Poule","Fregeta_minor",0,0,0,108,514,1.495,31.1449930877007,0,0,0
"404","Peros_Banhos_Petit_Souer","Fregeta_minor",0,0,0,41.5,514,1.495,31.1449930877007,0,0,0
"405","Peros_Banhos_Grand_Souer","Fregeta_minor",0,0,0,64,514,1.495,31.1449930877007,0,0,0
"406","Peros_Banhos_Finon","Fregeta_minor",0,0,0,1,514,1.495,31.1449930877007,0,0,0
"407","Peros_Banhos_Verte","Fregeta_minor",0,0,0,3,514,1.495,31.1449930877007,0,0,0
"408","Peros_Banhos_Unnamed_Burtle","Fregeta_minor",0,0,0,2,514,1.495,31.1449930877007,0,0,0
"409","Peros_Banhos_Manon","Fregeta_minor",0,0,0,2,514,1.495,31.1449930877007,0,0,0
"410","Peros_Banhos_Pierre","Fregeta_minor",0,0,0,150,514,1.495,31.1449930877007,0,0,0
"411","Peros_Banhos_Petite_Mapou","Fregeta_minor",0,0,0,10,514,1.495,31.1449930877007,0,0,0
"412","Peros_Banhos_Grande_Mapou","Fregeta_minor",0,0,0,19.5,514,1.495,31.1449930877007,0,0,0
"413","Peros_Banhos_Diamant","Fregeta_minor",0,0,0,88.5,514,1.495,31.1449930877007,0,0,0
"414","Peros_Banhos_Passe","Fregeta_minor",0,0,0,22.5,514,1.495,31.1449930877007,0,0,0
"415","Peros_Banhos_Moresby","Fregeta_minor",0,0,0,43.5,514,1.495,31.1449930877007,0,0,0
"416","Peros_Banhos_Saint_Brandon","Fregeta_minor",0,0,0,0.5,514,1.495,31.1449930877007,0,0,0
"417","Peros_Banhos_Parasol","Fregeta_minor",0,0,0,7.5,514,1.495,31.1449930877007,0,0,0
"418","Peros_Banhos_Longue","Fregeta_minor",0,0,0,25.5,514,1.495,31.1449930877007,0,0,0
"419","Peros_Banhos_Grand_Bois_Mangue","Fregeta_minor",0,0,0,14.5,514,1.495,31.1449930877007,0,0,0
"420","Peros_Banhos_Petite_Bois_Mangue","Fregeta_minor",0,0,0,8.5,514,1.495,31.1449930877007,0,0,0
"421","Peros_Banhos_Manoel","Fregeta_minor",0,0,0,50,514,1.495,31.1449930877007,0,0,0
"422","Peros_Banhos_Unnamed_Marlin","Fregeta_minor",0,0,0,0.25,514,1.495,31.1449930877007,0,0,0
"423","Peros_Banhos_Yeye","Fregeta_minor",0,0,0,58.5,514,1.495,31.1449930877007,0,0,0
"424","Peros_Banhos_Petite_Coquillage","Fregeta_minor",0,0,0,17,514,1.495,31.1449930877007,0,0,0
"425","Peros_Banhos_Grand_Coquillage","Fregeta_minor",80,80,80,21,514,1.495,31.1449930877007,11.038260140652,11.038260140652,11.038260140652
"426","Peros_Banhos_Coin_de_Mire","Fregeta_minor",0,0,0,0.5,514,1.495,31.1449930877007,0,0,0
"427","Peros_Banhos_Vache_Marine","Fregeta_minor",0,0,0,8,514,1.495,31.1449930877007,0,0,0
"428","Peros_Banhos_Fouquet","Fregeta_minor",0,0,0,2,514,1.495,31.1449930877007,0,0,0
"429","Peros_Banhos_Mapou_de_Coin","Fregeta_minor",0,0,0,2,514,1.495,31.1449930877007,0,0,0
"430","Salomon_Islands_Boddam","Fregeta_minor",0,0,0,108.5,514,1.495,31.1449930877007,0,0,0
"431","Salomon_Islands_Diable","Fregeta_minor",0,0,0,0.5,514,1.495,31.1449930877007,0,0,0
"432","Salomon_Islands_Anglaise","Fregeta_minor",0,0,0,75.5,514,1.495,31.1449930877007,0,0,0
"433","Salomon_Islands_Passe","Fregeta_minor",0,0,0,26,514,1.495,31.1449930877007,0,0,0
"434","Salomon_Islands_Mapou","Fregeta_minor",0,0,0,4,514,1.495,31.1449930877007,0,0,0
"435","Salomon_Islands_Takamaka","Fregeta_minor",0,0,0,44,514,1.495,31.1449930877007,0,0,0
"436","Salomon_Islands_Fouquet","Fregeta_minor",0,0,0,39.5,514,1.495,31.1449930877007,0,0,0
